find_name	find_taxid	find_taxrank
Streptococcus	1301	genus
Streptococcus	1301	genus
Streptococcus suis D12	1004952	strain
Streptococcus suis	1307	species
Streptococcus suis	1307	species
Streptococcus suis SS12	1005041	strain
Streptococcus suis ST1	1004951	strain
Streptococcus thermophilus	1308	species
Streptococcus thermophilus	1308	species
Streptococcus mitis	28037	species
Streptococcus suis	1307	species
Streptococcus	1301	genus
Streptococcus	1301	genus
Streptococcus pneumoniae D39	373153	strain
Streptococcus	1301	genus
Streptococcus parauberis	1348	species
Streptococcus pyogenes	1314	species
Streptococcus thermophilus	1308	species
Streptococcus thermophilus	1308	species
Streptococcus salivarius 57.I	1046629	strain
Streptococcus thermophilus	1308	species
Streptococcus thermophilus	1308	species
Streptococcus thermophilus	1308	species
Streptococcus thermophilus	1308	species
Streptococcus thermophilus	1308	species
Streptococcus thermophilus	1308	species
Streptococcus thermophilus	1308	species
Streptococcus thermophilus	1308	species
Streptococcus	1301	genus
Streptococcus thermophilus	1308	species
Streptococcus thermophilus	1308	species
Streptococcus thermophilus	1308	species
Streptococcus thermophilus	1308	species
Streptococcus thermophilus	1308	species
Streptomyces griseus	1911	species
Streptomyces lividans	1916	species
Streptomyces azureus	146537	species
Streptomyces lividans	1916	species
Streptomyces venezuelae ATCC 10712	953739	strain
Streptomyces xanthochromogenes	67384	species
Streptomyces griseus	1911	species
Streptomyces azureus	146537	species
Streptomyces venezuelae ATCC 10712	953739	strain
Streptomyces viridochromogenes	1938	species
Streptomyces lividans	1916	species
Streptomyces griseus	1911	species
Streptomyces griseofuscus	146922	species
Streptomyces griseus	1911	species
Streptomyces sp.	1931	species
Streptomyces lividans	1916	species
Streptomyces griseus	1911	species
Streptomyces xanthochromogenes	67384	species
Streptomyces griseus	1911	species
Streptomyces venezuelae ATCC 10712	953739	strain
Streptomyces platensis	58346	species
Streptomyces griseus	1911	species
Streptomyces xanthochromogenes	67384	species
Streptomyces xanthochromogenes	67384	species
Streptomyces griseus	1911	species
Streptomyces griseus	1911	species
Streptomyces coelicolor	1902	species
Streptomyces coelicolor	1902	species
Streptomyces griseus	1911	species
Streptomyces scabiei	1930	species
Streptomyces scabiei	1930	species
Streptomyces griseofuscus	146922	species
Streptomyces toxytricini	67369	species
Streptomyces platensis	58346	species
Streptomyces lividans	1916	species
Streptomyces griseus	1911	species
Streptomyces venezuelae ATCC 10712	953739	strain
Streptomyces griseus	1911	species
Streptomyces griseofuscus	146922	species
Streptomyces griseus	1911	species
Streptomyces xanthochromogenes	67384	species
Streptomyces lividans	1916	species
Streptomyces coelicolor	1902	species
Streptomyces lividans	1916	species
Streptomyces griseus	1911	species
Streptomyces venezuelae ATCC 10712	953739	strain
Streptomyces lividans	1916	species
Streptomyces griseus	1911	species
Streptomyces griseus	1911	species
Streptomyces griseus subsp. griseus	67263	subspecies
Streptomyces griseus	1911	species
Streptomyces lividans	1916	species
Streptomyces viridochromogenes	1938	species
Kitasatospora aureofaciens	1894	species
Streptomyces griseus	1911	species
Streptomyces griseus	1911	species
Streptomyces azureus	146537	species
Streptomyces lividans	1916	species
Streptomyces venezuelae ATCC 10712	953739	strain
Streptomyces griseus	1911	species
Streptomyces lividans	1916	species
Streptomyces coelicolor	1902	species
Streptomyces sp.	1931	species
Streptomyces coelicolor	1902	species
Streptomyces avermitilis	33903	species
Streptomyces avermitilis	33903	species
Streptomyces venezuelae ATCC 10712	953739	strain
Streptomyces coelicolor	1902	species
Streptomyces griseus	1911	species
Streptomyces azureus	146537	species
Streptomyces azureus	146537	species
Streptomyces griseofuscus	146922	species
Streptomyces sp.	1931	species
Streptomyces griseus	1911	species
Streptomyces scabiei	1930	species
Streptomyces sp.	1931	species
Streptomyces griseus group	629295	species group
Streptomyces griseus group	629295	species group
Streptomyces sp.	1931	species
Streptomyces sp.	1931	species
Streptomyces griseus	1911	species
Streptomyces lividans	1916	species
Streptomyces venezuelae	54571	species
Streptomyces xanthochromogenes	67384	species
Streptomyces xanthochromogenes	67384	species
Streptomyces griseus subsp. griseus	67263	subspecies
Streptomyces griseus	1911	species
Streptomyces venezuelae	54571	species
Streptomyces lividans	1916	species
Streptomyces scabiei	1930	species
Streptomyces griseus	1911	species
Streptomyces viridochromogenes	1938	species
Streptomyces lividans	1916	species
Streptomyces griseus	1911	species
Streptomyces griseus subsp. griseus	67263	subspecies
Streptomyces toxytricini	67369	species
Streptomyces lividans	1916	species
Streptomyces lividans	1916	species
Streptomyces coelicolor	1902	species
Streptomyces avermitilis	33903	species
Escherichia coli str. K-12 substr. MG1655	511145	no rank
Escherichia coli	562	species
Escherichia coli K-12	83333	strain
Escherichia coli K-12	83333	strain
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Sulfitobacter sp. EE-36	52598	species
Sulfitobacter sp. CB2047	1525218	species
Sulfitobacter sp. CB2047	1525218	species
Sulfitobacter sp. CB2047	1525218	species
Sulfitobacter sp. CB2047	1525218	species
Sulfolobus sp. A20	1891280	species
Saccharolobus shibatae	2286	species
Sulfolobus sp.	2288	species
Sulfolobus	2284	genus
Sulfolobus	2284	genus
Sulfolobus	2284	genus
Sulfolobus	2284	genus
Sulfolobus	2284	genus
Sulfolobus	2284	genus
Sulfolobus	2284	genus
Sulfolobus	2284	genus
Sulfolobus	2284	genus
Sulfolobus	2284	genus
Sulfolobus	2284	genus
Sulfolobus islandicus LAL14/1	1241935	strain
Sulfolobus	2284	genus
Saccharolobus solfataricus P2	273057	strain
Sulfolobus sp.	2288	species
Saccharolobus solfataricus	2287	species
Saccharolobus solfataricus	2287	species
Sulfolobus	2284	genus
Sulfolobus	2284	genus
Sulfolobus	2284	genus
Sulfolobus	2284	genus
Sulfolobus	2284	genus
Saccharolobus solfataricus	2287	species
Sulfolobus	2284	genus
Sulfolobus sp.	2288	species
Sulfolobus sp.	2288	species
Sulfolobus	2284	genus
Synechococcus sp. WH 7803	32051	species
Synechococcus sp. WH 7803	32051	species
Synechococcus sp. WH 7803	32051	species
Synechococcus sp.	1131	species
Synechococcus sp.	1131	species
Synechococcus sp.	1131	species
Parasynechococcus marenigrum WH 8102	84588	strain
Synechococcus sp. WH 7803	32051	species
Synechococcus sp.	1131	species
Synechococcus sp.	1131	species
Synechococcus sp.	1131	species
Synechococcus sp.	1131	species
Synechococcus sp. WH 7803	32051	species
Synechococcus sp.	1131	species
Synechococcus sp. CB0101	232348	species
Synechococcus	1129	genus
Synechococcus sp. CB0101	232348	species
Synechococcus sp. CB0101	232348	species
Synechococcus sp. WH 7803	32051	species
Synechococcus	1129	genus
Synechococcus	1129	genus
Synechococcus	1129	genus
Synechococcus sp. CB0101	232348	species
Synechococcus sp. CBW1002	1353134	species
Synechococcus sp.	1131	species
Synechococcus sp.	1131	species
Synechococcus sp.	1131	species
Parasynechococcus marenigrum WH 8102	84588	strain
Synechococcus sp. WH 7803	32051	species
Synechococcus sp. WH 7803	32051	species
Synechococcus sp. WH 7803	32051	species
Synechococcus sp. WH 7803	32051	species
Synechococcus sp. WH 7803	32051	species
Synechococcus sp. WH 7803	32051	species
Synechococcus sp. WH 7803	32051	species
Synechococcus sp. WH 7803	32051	species
Synechococcus sp. WH 7803	32051	species
Synechococcus sp. WH 7803	32051	species
Synechococcus sp.	1131	species
Synechococcus sp. WH 7803	32051	species
Synechococcus sp. WH 7803	32051	species
Synechococcus sp.	1131	species
Synechococcus sp. WH 7803	32051	species
Synechococcus	1129	genus
Synechococcus	1129	genus
Synechococcus	1129	genus
Synechococcus sp.	1131	species
Parasynechococcus marenigrum WH 8102	84588	strain
Synechococcus sp. WH 8109	166314	species
Synechococcus sp. WH 7803	32051	species
Synechococcus sp.	1131	species
Synechococcus sp.	1131	species
Synechococcus sp. WH 8109	166314	species
Synechococcus sp. WH 7803	32051	species
Synechococcus	1129	genus
Synechococcus sp. WH 8109	166314	species
Synechococcus sp. WH 7803	32051	species
Synechococcus sp. WH 7805	59931	species
Synechococcus sp.	1131	species
Synechococcus sp. WH 7803	32051	species
Synechococcus sp. WH 8109	166314	species
Streptococcus pyogenes	1314	species
Tenacibaculum sp.	1906242	species
Tenacibaculum maritimum	107401	species
Tetrasphaera jenkinsii	330834	species
Thalassotalea	1518149	genus
Thermoanaerobacterium saccharolyticum JW/SL-YS485	1094508	strain
Thermococcus sp.	35749	species
Thermococcus	2263	genus
Thermoproteus tenax	2271	species
Geobacillus kaustophilus NBRC 102445	1220595	strain
Geobacillus kaustophilus	1462	species
Thermus thermophilus HB8	300852	strain
Thermus thermophilus HB8	300852	strain
Thermus thermophilus HB27	262724	strain
Thermus thermophilus	274	species
Thermus thermophilus	274	species
Thermus thermophilus	274	species
Thermus thermophilus	274	species
Tsukamurella	2060	genus
Tsukamurella	2060	genus
Tsukamurella	2060	genus
Tsukamurella paurometabola	2061	species
Tsukamurella paurometabola	2061	species
bacterium	1869227	species
Vibrio harveyi	669	species
Vibrio cyclitrophicus	47951	species
Vibrio tasmaniensis	212663	species
Vibrio splendidus	29497	species
Vibrio lentus	136468	species
Vibrio lentus	136468	species
Vibrio sp.	678	species
Vibrio breoganii	553239	species
Vibrio breoganii	553239	species
Vibrio cyclitrophicus	47951	species
Vibrio cyclitrophicus	47951	species
Vibrio breoganii	553239	species
Vibrio breoganii	553239	species
Vibrio breoganii	553239	species
Vibrio cyclitrophicus	47951	species
Vibrio breoganii	553239	species
Vibrio sp.	678	species
Vibrio alginolyticus	663	species
Vibrio cholerae	666	species
Vibrio campbellii	680	species
Vibrio harveyi	669	species
Vibrio alginolyticus	663	species
Vibrio alginolyticus	663	species
Vibrio harveyi	669	species
Vibrio harveyi	669	species
Vibrio campbellii ATCC BAA-1116	2902295	strain
Vibrio harveyi	669	species
Vibrio harveyi	669	species
Vibrio	662	genus
Vibrio cholerae	666	species
Vibrio harveyi	669	species
Vibrio cholerae	666	species
Vibrio cholerae	666	species
Aliivibrio fischeri	668	species
Vibrio	662	genus
Vibrio cholerae	666	species
Vibrio harveyi	669	species
Vibrio cholerae	666	species
Vibrio cholerae	666	species
Vibrio cholerae	666	species
Vibrio splendidus	29497	species
Vibrio splendidus	29497	species
Vibrio cholerae	666	species
Vibrio cholerae	666	species
Vibrio cholerae	666	species
Vibrio cholerae	666	species
Vibrio cholerae	666	species
Vibrio cholerae	666	species
Vibrio cholerae	666	species
Vibrio cholerae	666	species
Vibrio cholerae	666	species
Vibrio cholerae	666	species
Vibrio cholerae	666	species
Vibrio cholerae	666	species
Vibrio cholerae	666	species
Vibrio cholerae	666	species
Vibrio cholerae	666	species
Vibrio cholerae	666	species
Vibrio cholerae	666	species
Vibrio cholerae	666	species
Vibrio cholerae	666	species
Vibrio cholerae	666	species
Vibrio cholerae	666	species
Vibrio cholerae	666	species
Vibrio cholerae	666	species
Vibrio cholerae	666	species
Vibrio parahaemolyticus	670	species
Vibrio splendidus	29497	species
Vibrio cholerae O1	127906	serogroup
Vibrio cholerae	666	species
Vibrio cholerae	666	species
Vibrio natriegens	691	species
Vibrio cholerae	666	species
Vibrio cholerae	666	species
Vibrio alginolyticus	663	species
Vibrio owensii	696485	species
Vibrio cholerae	666	species
Vibrio cholerae O1	127906	serogroup
Vibrio harveyi	669	species
Vibrio parahaemolyticus	670	species
Vibrio vulnificus	672	species
Vibrio alginolyticus	663	species
Vibrio	662	genus
Vibrio parahaemolyticus	670	species
Vibrio natriegens	691	species
Vibrio	662	genus
Vibrio	662	genus
Vibrio	662	genus
Vibrio parahaemolyticus	670	species
Vibrio cholerae	666	species
Vibrio harveyi	669	species
Vibrio harveyi	669	species
Vibrio parahaemolyticus	670	species
Vibrio sp.	678	species
Vibrio vulnificus	672	species
Vibrio harveyi	669	species
Vibrio alginolyticus	663	species
Vibrio alginolyticus	663	species
Vibrio alginolyticus NBRC 15630 = ATCC 17749	1219076	strain
Vibrio alginolyticus	663	species
Vibrio parahaemolyticus RIMD 2210633	223926	strain
Vibrio parahaemolyticus RIMD 2210633	223926	strain
Vibrio parahaemolyticus RIMD 2210633	223926	strain
Vibrio cholerae	666	species
Vibrio cholerae O1	127906	serogroup
Vibrio parahaemolyticus	670	species
Vibrio parahaemolyticus	670	species
Vibrio parahaemolyticus	670	species
Vibrio parahaemolyticus	670	species
Vibrio parahaemolyticus	670	species
Vibrio parahaemolyticus	670	species
Vibrio splendidus	29497	species
Vibrio sp.	678	species
Vibrio cholerae	666	species
Vibrio cholerae	666	species
Vibrio cholerae	666	species
Vibrio parahaemolyticus	670	species
Vibrio parahaemolyticus	670	species
Vibrio cholerae	666	species
Vibrio parahaemolyticus	670	species
Vibrio parahaemolyticus	670	species
Vibrio cholerae	666	species
Vibrio harveyi	669	species
Vibrio harveyi	669	species
Vibrio cholerae	666	species
Vibrio cholerae	666	species
Vibrio harveyi	669	species
Vibrio parahaemolyticus	670	species
Vibrio parahaemolyticus	670	species
Vibrio alginolyticus	663	species
Vibrio parahaemolyticus	670	species
Vibrio parahaemolyticus	670	species
Vibrio parahaemolyticus	670	species
Vibrio parahaemolyticus	670	species
Vibrio cholerae	666	species
Vibrio cholerae O1	127906	serogroup
Vibrio cholerae	666	species
Vibrio cholerae	666	species
Vibrio sp.	678	species
Vibrio vulnificus	672	species
Vibrio cholerae	666	species
Vibrio	662	genus
Vibrio cholerae	666	species
Vibrio cholerae	666	species
Vibrio cholerae	666	species
Vibrio cholerae	666	species
Vibrio cholerae	666	species
Vibrio sp.	678	species
Vibrio parahaemolyticus	670	species
Vibrio parahaemolyticus	670	species
Vibrio parahaemolyticus	670	species
Vibrio parahaemolyticus	670	species
Weissella cibaria	137591	species
Weissella	46255	genus
Xanthomonas citri	346	species
Xanthomonas campestris	339	species
Xanthomonas arboricola pv. juglandis	195709	no rank
Xanthomonas arboricola pv. juglandis	195709	no rank
Xanthomonas campestris	339	species
Xanthomonas campestris pv. campestris	340	no rank
Xanthomonas campestris	339	species
Xanthomonas campestris pv. campestris	340	no rank
Xanthomonas campestris	339	species
Xanthomonas campestris pv. campestris	340	no rank
Xanthomonas campestris	339	species
Xanthomonas campestris pv. campestris	340	no rank
Xanthomonas campestris	339	species
Xanthomonas campestris pv. campestris	340	no rank
Xanthomonas euvesicatoria	456327	species
Xanthomonas sp.	29446	species
Xanthomonas campestris pv. campestris	340	no rank
Xanthomonas fragariae	48664	species
Xanthomonas vesicatoria	56460	species
Xanthomonas citri	346	species
Xanthomonas arboricola pv. juglandis	195709	no rank
Xanthomonas oryzae ATCC 35933	1313303	strain
