virus_name	viral_acc	evidence
Gordonia phage Fireball	NC_055816	NCBI Virus, RefSeq
Gordonia phage Flakey	NC_047921	RefSeq
Gordonia phage Flapper	NC_055738	NCBI Virus, RefSeq
Gordonia phage Fosterous	NC_055775	NCBI Virus, RefSeq
Gordonia phage Foxboro	NC_055766	NCBI Virus, RefSeq
Gordonia phage Frokostdame	NC_055754	NCBI Virus, RefSeq
Gordonia phage Fryberger	NC_048027	RefSeq
Gordonia phage Gaea	NC_053238	NCBI Virus, RefSeq
Gordonia phage GAL1	NC_031936	RefSeq
Gordonia phage Galadriel	NC_055803	NCBI Virus, RefSeq
Gordonia phage Geodirt	NC_055776	NCBI Virus, RefSeq
Gordonia phage Getalong	NC_048083	RefSeq
Gordonia phage Ghobes	NC_031028	RefSeq
Gordonia phage Gibbin	NC_048812	RefSeq
Gordonia phage GodonK	NC_048176	RefSeq
Gordonia phage GRU1	NC_016435	Literature, NCBI Virus, RefSeq
Gordonia phage GRU3	NC_030935	NCBI Virus, RefSeq
Gordonia phage GTE2	NC_015720	Literature
Gordonia phage GTE2	NC_015720	Literature
Gordonia phage GTE2	NC_015720	Literature, RefSeq
Gordonia phage GTE2	NC_015720	Literature
Gordonia phage GTE2	NC_015720	Literature
Gordonia phage GTE5	NC_016434	Literature, NCBI Virus, RefSeq
Gordonia phage GTE6	NC_028665	NCBI Virus, RefSeq
Gordonia phage GTE7	NC_016166	Literature
Gordonia phage GTE7	NC_016166	Literature, RefSeq
Gordonia phage GTE7	NC_016166	Literature
Gordonia phage GTE7	NC_016166	Literature
Gordonia phage GTE8	NC_028653	NCBI Virus, RefSeq
Gordonia phage Guacamole	NC_031265	NCBI Virus, RefSeq
Gordonia phage Gustav	NC_042088	RefSeq
Gordonia phage Hedwig	NC_031099	RefSeq
Gordonia phage Horus	NC_048039	RefSeq
Gordonia phage Hotorobo	NC_031229	RefSeq
Gordonia phage IDyn	NC_055789	NCBI Virus, RefSeq
Gordonia phage Jabberwocky	NC_055818	NCBI Virus, RefSeq
Gordonia phage Jace	NC_047974	RefSeq
Gordonia phage Jambalaya	NC_055857	NCBI Virus, RefSeq
Gordonia phage Jellybones	NC_048820	RefSeq
Gordonia phage JKSyngboy	NC_053235	NCBI Virus, RefSeq
Gordonia phage John316	NC_048851	RefSeq
Gordonia phage JSwag	NC_031060	NCBI Virus, RefSeq
Gordonia phage JuJu	NC_055811	NCBI Virus, RefSeq
Gordonia phage Jumbo	NC_031109	RefSeq
Gordonia phage Kabluna	NC_055731	NCBI Virus, RefSeq
Gordonia phage KatherineG	NC_030695	NCBI Virus, RefSeq
Gordonia phage Katyusha	NC_041950	RefSeq
Gordonia phage Keitabear	NC_055819	NCBI Virus, RefSeq
Gordonia phage Kenna	NC_048141	RefSeq
Gordonia phage Kenosha	NC_048793	RefSeq
Gordonia phage KidneyBean	NC_055767	NCBI Virus, RefSeq
Gordonia phage KimmyK	NC_055752	NCBI Virus, RefSeq
Gordonia phage Kita	NC_031233	RefSeq
Gordonia phage Kroos	NC_053234	NCBI Virus, RefSeq
Gordonia phage Kvothe	NC_030914	RefSeq
Gordonia phage Lambo	NC_048814	RefSeq
Gordonia phage Lennon	NC_042045	RefSeq
Gordonia phage Leonard	NC_053242	NCBI Virus, RefSeq
Gordonia phage Lilbeanie	NC_053246	NCBI Virus, RefSeq
Gordonia Phage Lollipop1437	NC_055806	NCBI Virus, RefSeq
Gordonia phage Love	NC_055864	NCBI Virus, RefSeq
Gordonia phage Lucky10	NC_031267	RefSeq
Gordonia phage Mahdia	NC_042089	RefSeq
Gordonia phage Marietta	NC_055763	NCBI Virus, RefSeq
Gordonia phage MelBins	NC_053244	NCBI Virus, RefSeq
Gordonia phage Monty	NC_030924	RefSeq
Gordonia phage Mutzi	NC_055785	NCBI Virus, RefSeq
Gordonia phage NadineRae	NC_055821	NCBI Virus, RefSeq
Gordonia phage NatB6	NC_055755	NCBI Virus, RefSeq
Gordonia phage Nordenberg	NC_055777	NCBI Virus, RefSeq
Gordonia phage NosilaM	NC_055788	NCBI Virus, RefSeq
Gordonia phage Nubi	NC_055810	NCBI Virus, RefSeq
Gordonia phage Nyceirae	NC_031004	RefSeq
Gordonia phage Nymphadora	NC_031061	RefSeq
Gordonia phage Obliviate	NC_031237	NCBI Virus, RefSeq
Gordonia phage OhMyWard	NC_048816	RefSeq
Gordonia phage OneUp	NC_030917	RefSeq
Gordonia phage Orchid	NC_030915	RefSeq
Gordonia phage Paries	NC_055859	NCBI Virus, RefSeq
Gordonia phage Patio	NC_055732	NCBI Virus, RefSeq
Gordonia phage Phinally	NC_031112	NCBI Virus, RefSeq
Gordonia phage Phistory	NC_048040	RefSeq
Gordonia phage Phlop	NC_055920	NCBI Virus, RefSeq
Gordonia phage Pleakley	NC_055758	NCBI Virus, RefSeq
Gordonia phage Portcullis	NC_055861	NCBI Virus, RefSeq
Gordonia phage Pupper	NC_054723	NCBI Virus, RefSeq
Gordonia phage Ranch	NC_048813	RefSeq
Gordonia phage Remus	NC_031031	NCBI Virus, RefSeq
Gordonia phage Ribeye	NC_053241	NCBI Virus, RefSeq
Gordonia phage Rickmore	NC_048749	RefSeq
Gordonia phage Rofo	NC_055753	NCBI Virus, RefSeq
Gordonia phage RogerDodger	NC_055805	NCBI Virus, RefSeq
Gordonia phage Ronaldo	NC_048028	RefSeq
Gordonia phage Rosalind	NC_030694	NCBI Virus, RefSeq
Gordonia phage Ruthy	NC_048019	RefSeq
Gordonia phage Sadboi	NC_048815	RefSeq
Gordonia phage Schmidt	NC_054436	NCBI Virus, RefSeq
Gordonia phage Schnabeltier	NC_031255	RefSeq
Gordonia phage Secretariat	NC_048876	RefSeq
Gordonia phage Skog	NC_054725	NCBI Virus, RefSeq
Gordonia phage Skysand	NC_055764	NCBI Virus, RefSeq
Gordonia phage SmokingBunny	NC_055795	NCBI Virus, RefSeq
Gordonia phage Smoothie	NC_030696	RefSeq
Gordonia phage SoilAssassin	NC_031251	NCBI Virus, RefSeq
Gordonia phage Sombrero	NC_048746	RefSeq
Gordonia phage Soups	NC_030698	RefSeq
Gordonia phage Sour	NC_042132	RefSeq
Gordonia phage Splinter	NC_030927	RefSeq
Gordonia phage SteveFrench	NC_048207	RefSeq
Gordonia phage Stormageddon	NC_054726	NCBI Virus, RefSeq
Gordonia phage Strosahl	NC_041886	RefSeq
Gordonia phage Stultus	NC_055778	NCBI Virus, RefSeq
Gordonia phage Sukkupi	NC_055820	NCBI Virus, RefSeq
Gordonia phage Suzy	NC_047990	RefSeq
Gordonia phage Tangent	NC_055779	NCBI Virus, RefSeq
Gordonia phage Tangerine	NC_053240	NCBI Virus, RefSeq
Gordonia phage Tanis	NC_048817	RefSeq
Gordonia phage Terapin	NC_031001	RefSeq
Gordonia phage Tiamoceli	NC_053211	NCBI Virus, RefSeq
Gordonia phage TillyBobJoe	NC_055765	NCBI Virus, RefSeq
Gordonia phage TinaLin	NC_054437	NCBI Virus, RefSeq
Gordonia phage Toast	NC_053173	NCBI Virus, RefSeq
Gordonia phage Trine	NC_047991	RefSeq
Gordonia phage Turuncu	NC_055769	NCBI Virus, RefSeq
Gordonia phage Twister6	NC_031052	RefSeq
Gordonia phage TZGordon	NC_054438	NCBI Virus, RefSeq
Gordonia phage UmaThurman	NC_031249	NCBI Virus, RefSeq
Gordonia phage Untouchable	NC_048823	RefSeq
Gordonia phage Utz	NC_030921	Literature
Gordonia phage Valary	NC_055799	NCBI Virus, RefSeq
Gordonia phage VanDeWege	NC_055796	NCBI Virus, RefSeq
Gordonia phage Vendetta	NC_030911	RefSeq
Gordonia phage Verity	NC_053249	NCBI Virus, RefSeq
Gordonia phage Vivi2	NC_031239	RefSeq
Gordonia phage Waits	NC_042123	RefSeq
Gordonia phage Walrus	NC_055792	NCBI Virus, RefSeq
Gordonia phage William	NC_053174	NCBI Virus, RefSeq
Gordonia phage Wizard	NC_030913	RefSeq
Gordonia phage Woes	NC_030905	RefSeq
Gordonia phage Yeezy	NC_031269	RefSeq
Gordonia phage Yikes	NC_048826	RefSeq
Gordonia phage YorkOnyx	NC_053236	NCBI Virus, RefSeq
Gordonia phage Yvonnetastic	NC_031230	RefSeq
Gordonia phage Zipp	NC_053248	NCBI Virus, RefSeq
Gordonia phage Zirinka	NC_031097	RefSeq
Gordonia Phage Zitch	NC_053247	NCBI Virus, RefSeq
Gordonia terrae phage McKinley	NC_055808	NCBI Virus, RefSeq
Haemophilus phage Aaphi23	NC_004827	NCBI Virus, RefSeq
Haemophilus phage SuMu	NC_019455	NCBI Virus, RefSeq
Haemophilus virus HP1	NC_001697	NCBI Virus, RefSeq, UniProt
Haemophilus virus HP2	NC_003315	NCBI Virus, RefSeq
Haloarcula hispanica icosahedral virus 2	NC_016989	NCBI Virus, RefSeq
Haloarcula hispanica pleomorphic virus 1	NC_013758	Literature, RefSeq
Haloarcula hispanica pleomorphic virus 2	NC_023592	Literature, RefSeq
Haloarcula hispanica pleomorphic virus 3	NC_047928	RefSeq
Haloarcula hispanica pleomorphic virus 4	NC_047943	RefSeq
Haloarcula hispanica virus PH1	NC_020998	NCBI Virus, RefSeq
Haloarcula hispanica virus SH1	NC_007217	NCBI Virus, RefSeq
Halobacterium phage phiH	NC_052650	UniProt
Halobacterium phage phiH	NC_052650	RefSeq
Halobacterium virus ChaoS9	NC_054953	RefSeq
Halorubrum pleomorphic virus 1	NC_012558	Literature, RefSeq, UniProt
Halovirus HHTV-1	NC_021322	NCBI Virus, RefSeq
Halovirus HHTV-2	NC_021340	NCBI Virus, RefSeq
Halovirus HSTV-1	NC_021471	NCBI Virus, RefSeq
Halovirus HSTV-2	NC_020159	RefSeq
Hamiltonella phage APSE-1	NC_000935	UniProt
Helicobacter phage 1961P	NC_019512	RefSeq
Helicobacter phage KHP30	NC_019928	RefSeq
Helicobacter phage KHP30	NC_019928	UniProt
Helicobacter phage KHP30	NC_019928	UniProt
Helicobacter phage KHP30	NC_019928	UniProt
Helicobacter phage KHP30	NC_019928	UniProt
Helicobacter phage KHP30	NC_019928	UniProt
Helicobacter phage KHP40	NC_019931	RefSeq
Helicobacter phage phiHP33	NC_016568	NCBI Virus, RefSeq
His 1 virus	NC_007914	RefSeq, UniProt
His2 virus	NC_007918	RefSeq, UniProt
Klebsiella phage 1513	NC_028786	RefSeq
Klebsiella phage 2044-307w	NC_047842	RefSeq
Klebsiella phage 3LV2017	NC_047817	RefSeq
Klebsiella phage 4LV2017	NC_047818	RefSeq
Klebsiella phage AltoGao	NC_047849	RefSeq
Klebsiella phage GH-K3	NC_048162	RefSeq
Klebsiella phage GML-KpCol1	NC_047907	RefSeq
Klebsiella phage Henu1	NC_048138	RefSeq
Klebsiella phage JD001	NC_020204	RefSeq
Klebsiella phage JD18	NC_028686	Literature
Klebsiella phage JY917	NC_049843	RefSeq
Klebsiella phage K5	NC_028800	RefSeq
Klebsiella phage K5-2	NC_047798	RefSeq
Klebsiella phage K5-4	NC_047799	RefSeq
Klebsiella phage K64-1	NC_027399	RefSeq
Klebsiella phage KL	NC_049838	RefSeq
Klebsiella phage KLPN1	NC_028760	RefSeq
Klebsiella phage KOX1	NC_047825	RefSeq
Klebsiella phage KP-Rio/2015	NC_047779	RefSeq
Klebsiella phage KP15	NC_014036	RefSeq
Klebsiella phage KP179	NC_055768	NCBI Virus, RefSeq
Klebsiella phage Kp2	NC_028664	RefSeq
Klebsiella phage KP27	NC_020080	RefSeq
Klebsiella phage KP32	NC_013647	RefSeq
Klebsiella phage KP34	NC_013649	Literature, RefSeq
Klebsiella phage KP36	NC_029099	RefSeq
Klebsiella phage KP8	NC_048700	RefSeq
Klebsiella phage KpCHEMY26	NC_049467	RefSeq
Klebsiella phage KpKT21phi1	NC_048143	Literature, RefSeq
Klebsiella phage KPN N137	NC_048670	RefSeq
Klebsiella phage KPN N141	NC_047841	RefSeq
Klebsiella phage KPN N98	NC_052987	NCBI Virus, RefSeq
Klebsiella phage KPN U2874	NC_052988	NCBI Virus, RefSeq
Klebsiella phage Kpn112	KJ021043	NCBI Virus, RefSeq
Klebsiella phage kpssk3	NC_048114	RefSeq
Klebsiella phage KPV15	NC_055715	NCBI Virus, RefSeq
Klebsiella phage KpV41	NC_028670	RefSeq
Klebsiella phage KpV475	NC_031025	RefSeq
Klebsiella phage KpV71	NC_031246	RefSeq
Klebsiella phage KPV811	NC_047787	RefSeq
Klebsiella phage LASTA	NC_054965	RefSeq
Klebsiella phage Magnus	NC_049462	RefSeq
Klebsiella phage Marfa	NC_048798	RefSeq
Klebsiella phage Matisse	NC_028750	RefSeq
Klebsiella phage May	NC_047900	RefSeq
Klebsiella phage Menlow	NC_047901	RefSeq
Klebsiella phage MezzoGao	NC_047850	RefSeq
Klebsiella phage Mineola	NC_055748	NCBI Virus, RefSeq
Klebsiella phage Miro	NC_041981	RefSeq
Klebsiella phage myPSH1235	NC_047944	RefSeq
Klebsiella phage NJR15	NC_048044	RefSeq
Klebsiella phage NJS1	NC_048024	RefSeq
Klebsiella phage NJS2	NC_048043	RefSeq
Klebsiella phage NTUH-K2044-K1-1	NC_025418	Literature
Klebsiella phage NTUH-K2044-K1-1	NC_025418	Literature
Klebsiella phage Pharr	NC_048175	RefSeq
Klebsiella phage phiBO1E	NC_047748	RefSeq
Klebsiella phage phiKO2	NC_005857	NCBI Virus, RefSeq
Klebsiella phage PhiKpNIH-2	NC_049845	RefSeq
Klebsiella phage phiKpS2	NC_047857	RefSeq
Klebsiella phage PKO111	NC_031095	RefSeq
Klebsiella phage PKP126	NC_031053	RefSeq
Klebsiella phage Pylas	NC_049444	RefSeq
Klebsiella phage RAD2	NC_055956	Literature
Klebsiella phage Seifer	NC_048732	RefSeq
Klebsiella phage SH-Kp 152234	NC_047980	RefSeq
Klebsiella phage SH-Kp 152410	NC_047908	RefSeq
Klebsiella phage Shelby	NC_049846	RefSeq
Klebsiella phage Sin4	NC_049847	RefSeq
Klebsiella phage Skenny	NC_049841	RefSeq
Klebsiella phage Soft	NC_048805	RefSeq
Klebsiella phage SopranoGao	NC_054966	RefSeq
Klebsiella phage ST13-OXA48phi12.1	NC_049453	RefSeq
Klebsiella phage ST147-VIM1phi7.1	NC_049451	RefSeq
Klebsiella phage ST15-OXA48phi14.1	NC_049454	RefSeq
Klebsiella phage ST16-OXA48phi5.4	NC_049450	RefSeq
Klebsiella phage ST437-OXA245phi4.1	NC_049448	RefSeq
Klebsiella phage ST437-OXA245phi4.2	NC_049449	RefSeq
Klebsiella phage ST512-KPC3phi13.2	NC_049452	RefSeq
Klebsiella phage Sugarland	NC_042093	RefSeq
Klebsiella phage Sushi	NC_028774	RefSeq
Klebsiella phage Sweeny	NC_049839	RefSeq
Klebsiella phage TAH8	NC_048042	RefSeq
Klebsiella phage TSK1	NC_048126	RefSeq
Klebsiella phage vB_Kp1	NC_028688	RefSeq
Klebsiella phage vB_KpnM_BIS47	NC_048656	RefSeq
Klebsiella phage vB_KpnM_KB57	NC_028659	RefSeq
Klebsiella phage vB_KpnM_KpS110	NC_047932	RefSeq
Klebsiella phage vB_KpnM_KpV477	NC_031087	NCBI Virus, RefSeq
Klebsiella phage vB_KpnM_KpV52	NC_041900	RefSeq
Klebsiella phage vB_KpnM_KpV79	NC_042041	RefSeq
Klebsiella phage vB_KpnP_BIS33	NC_047781	RefSeq
Klebsiella phage vB_KpnP_IL33	NC_047782	RefSeq
Klebsiella phage vB_KpnP_IME321	NC_048014	RefSeq
Klebsiella phage vB_KpnP_KpV289	NC_028977	RefSeq
Klebsiella phage vB_KpnP_KpV48	NC_047783	RefSeq
Klebsiella phage vB_KpnP_KpV74	NC_047811	RefSeq
Klebsiella phage vB_KpnP_KpV763	NC_047771	RefSeq
Klebsiella phage vB_KpnP_KpV766	NC_047773	RefSeq
Klebsiella phage vB_KpnP_KpV767	NC_047772	RefSeq
Klebsiella phage vB_KpnP_P184	NC_055919	NCBI Virus, RefSeq
Klebsiella phage vB_KpnP_PRA33	NC_047780	RefSeq
Klebsiella phage vB_KpnP_SU503	NC_028816	RefSeq
Klebsiella phage vB_KpnP_SU552A	NC_028870	RefSeq
Klebsiella phage vB_KpnS_15-38_KLPPOU149	NC_049842	RefSeq
Klebsiella phage vB_KpnS_Alina	NC_049837	RefSeq
Klebsiella phage vB_KpnS_Call	NC_049836	RefSeq
Klebsiella phage vB_KpnS_Domnhall	NC_049835	RefSeq
Klebsiella phage vB_KpnS_FZ10	NC_049840	RefSeq
Klebsiella phage vB_KpnS_IME279	NC_047862	RefSeq
Klebsiella phage vB_KpnS_IMGroot	NC_049834	RefSeq
Klebsiella phage vB_KpnS_KpV522	NC_047784	RefSeq
Klebsiella phage vB_KpnS_SegesCirculi	NC_049833	RefSeq
Klebsiella phage vB_KpnS_ZX4	NC_054654	Literature, NCBI Virus, RefSeq
Klebsiella phage vB_Kpn_F48	NC_048694	RefSeq
Klebsiella phage vB_Kpn_IME260	NC_041899	RefSeq
Klebsiella phage YMC16/01/N133_KPN_BP	NC_052975	NCBI Virus, RefSeq
Klebsiella phage YX3973	NC_054652	Literature, NCBI Virus, RefSeq
Klebsiella phage ZCKP1	NC_047994	RefSeq
Klebsiella virus 0507KN21	NC_022343	Literature
Klebsiella virus KP32	NC_047968, NC_047969, NC_047970, NC_047971	NCBI Virus, RefSeq
Klebsiella virus KpS8	NC_048873	NCBI Virus, RefSeq
Klebsiella virus KpV2811	NC_054653	NCBI Virus, RefSeq
Klebsiella virus UPM 2146	NC_049472	NCBI Virus, RefSeq
Lactobacillus phage 3-521	NC_048753	RefSeq
Lactobacillus phage 521B	NC_048752	RefSeq
Lactobacillus phage A2	NC_004112	Literature, RefSeq
Lactobacillus phage ATCC 8014-B2	NC_047739	RefSeq
Lactobacillus phage ATCC8014	NC_019916	RefSeq
Lactobacillus phage Bacchae	NC_047924	RefSeq
Lactobacillus phage BH1	NC_048737	RefSeq
Lactobacillus phage Bromius	NC_048085	RefSeq
Lactobacillus phage c5	NC_019449	RefSeq
Lactobacillus phage CL1	NC_028888	RefSeq
Lactobacillus phage CL2	NC_028835	RefSeq
Lactobacillus phage iA2	NC_028830	RefSeq
Lactobacillus phage Iacchus	NC_048084	RefSeq
Lactobacillus phage iLp1308	NC_028911	RefSeq
Lactobacillus phage iLp84	NC_028783	RefSeq
Lactobacillus phage J-1	NC_022756	RefSeq
Lactobacillus phage JCL1032	NC_019456	Literature, NCBI Virus, RefSeq
Lactobacillus phage KC5a	NC_007924	NCBI Virus, RefSeq
Lactobacillus phage Lb	NC_047983	RefSeq
Lactobacillus phage LBR48	NC_027990	Literature
Lactobacillus phage Lc-Nu	NC_007501	RefSeq
Lactobacillus phage Ld17	NC_025420	RefSeq
Lactobacillus phage Ld25A	NC_025415	RefSeq
Lactobacillus phage Ld3	NC_025421	RefSeq
Lactobacillus phage Ldl1	NC_026609	RefSeq
Lactobacillus phage Lenus	NC_047897	RefSeq
Lactobacillus phage LfeInf	NC_029058	RefSeq
Lactobacillus phage LfeSau	NC_029068	NCBI Virus, RefSeq
Lactobacillus phage LJ	NC_048680	RefSeq
Lactobacillus phage LL-H	NC_009554	Literature, RefSeq
Lactobacillus phage LL-Ku	NC_022989	RefSeq
Lactobacillus phage LP65	NC_006565	RefSeq
Lactobacillus phage Lpa804	NC_048134	RefSeq
Lactobacillus phage LpeD	NC_048677	RefSeq
Lactobacillus phage LpeD	NC_048677	RefSeq
Lactobacillus phage Lrm1	NC_011104	RefSeq
Lactobacillus phage Lv-1	NC_011801	NCBI Virus, RefSeq
Lactobacillus phage Maenad	NC_047931	RefSeq
Lactobacillus phage Nyseid	NC_047925	RefSeq
Lactobacillus phage P1	NC_047764	RefSeq
Lactobacillus phage phi jlb1	NC_024206	NCBI Virus, RefSeq
Lactobacillus phage phiadh	NC_000896	Literature, NCBI Virus, RefSeq
Lactobacillus phage phiAQ113	NC_019782	Literature
Lactobacillus phage phiAT3	NC_005893	RefSeq
Lactobacillus phage phiJL-1	NC_006936	RefSeq
Lactobacillus phage phiLdb	NC_022762	RefSeq
Lactobacillus phage phiPYB5	NC_027982	Literature, NCBI Virus, RefSeq
Lactobacillus phage PL-1	NC_022757	RefSeq
Lactobacillus phage PLE2	NC_031036	RefSeq
Lactobacillus phage PLE3	NC_031125	RefSeq
Lactobacillus phage SA-C12	NC_047760	RefSeq
Lactobacillus phage SAC12B	NC_048754	RefSeq
Lactobacillus phage Satyr	NC_047918	RefSeq
Lactobacillus phage Semele	NC_047926	RefSeq
Lactobacillus phage T25	NC_048625	RefSeq
Lactobacillus phage ViSo-2018a	NC_048104	RefSeq
Lactobacillus prophage Lj771	NC_010179	NCBI Virus, RefSeq
Lactobacillus prophage Lj928	NC_005354	NCBI Virus, RefSeq
Lactobacillus prophage Lj965	NC_005355	NCBI Virus, RefSeq
Lactococcus lactis phage 645	KC182543	NCBI Virus
Lactococcus lactis phage P113G	KC182548	NCBI Virus
Lactococcus phage 05601	NC_049397	RefSeq
Lactococcus phage 05802	NC_054990	RefSeq
Lactococcus phage 10W18	NC_049374	RefSeq
Lactococcus phage 1358	NC_027120	RefSeq
Lactococcus phage 13W11L	NC_049377	RefSeq
Lactococcus phage 16802	NC_049398	RefSeq
Lactococcus phage 16W23	NC_049373	RefSeq
Lactococcus phage 1706	NC_010576	RefSeq
Lactococcus phage 20R03M	NC_054991	RefSeq
Lactococcus phage 28201	NC_031013	NCBI Virus, RefSeq
Lactococcus phage 30804	NC_049399	RefSeq
Lactococcus phage 340	NC_021853	Literature
Lactococcus phage 340	NC_021853	Literature
Lactococcus phage 340	NC_021853	Literature
Lactococcus phage 37201	NC_049400	RefSeq
Lactococcus phage 37203	NC_054992	RefSeq
Lactococcus phage 38503	NC_049401	RefSeq
Lactococcus phage 38507	NC_049402	RefSeq
Lactococcus phage 3R16S	NC_049376	RefSeq
Lactococcus phage 50101	NC_031040	NCBI Virus, RefSeq
Lactococcus phage 50102	NC_054993	RefSeq
Lactococcus phage 50504	NC_054994	RefSeq
Lactococcus phage 50902	NC_049810	RefSeq
Lactococcus phage 51701	NC_049403	RefSeq
Lactococcus phage 5171F	NC_054995	RefSeq
Lactococcus phage 56003	NC_049404	RefSeq
Lactococcus phage 56301	NC_049405	RefSeq
Lactococcus phage 57001	NC_049406	RefSeq
Lactococcus phage 62402	NC_054996	RefSeq
Lactococcus phage 62403	NC_054997	RefSeq
Lactococcus phage 62503	NC_049811	RefSeq
Lactococcus phage 62601	NC_049407	RefSeq
Lactococcus phage 62605	NC_049408	RefSeq
Lactococcus phage 62606	NC_054998	RefSeq
Lactococcus phage 63301	NC_031017	NCBI Virus, RefSeq
Lactococcus phage 63302	NC_049409	RefSeq
Lactococcus phage 66901	NC_049410	RefSeq
Lactococcus phage 712	NC_008370	RefSeq
Lactococcus phage 79201	NC_049411	RefSeq
Lactococcus phage 88605	NC_049412	RefSeq
Lactococcus phage 8V08	NC_049446	RefSeq
Lactococcus phage 936 group phage Phi109	NC_049360	RefSeq
Lactococcus phage 936 group phage Phi155	NC_049366	RefSeq
Lactococcus phage 936 group phage Phi19.3	NC_049356	RefSeq
Lactococcus phage 936 group phage Phi4.2	NC_049362	RefSeq
Lactococcus phage 936 group phage Phi44	NC_049363	RefSeq
Lactococcus phage 936 group phage Phi5.12	NC_049357	RefSeq
Lactococcus phage 936 group phage Phi91127	NC_049364	RefSeq
Lactococcus phage 936 group phage PhiA.16	NC_049354	RefSeq
Lactococcus phage 936 group phage PhiB1127	NC_049355	RefSeq
Lactococcus phage 936 group phage PhiE1127	NC_049367	RefSeq
Lactococcus phage 936 group phage PhiF0139	NC_049358	RefSeq
Lactococcus phage 936 group phage PhiJF1	NC_049365	RefSeq
Lactococcus phage 936 group phage PhiL.18	NC_049359	RefSeq
Lactococcus phage 936 group phage PhiL.6	NC_049361	RefSeq
Lactococcus phage 936 group phage PhiLj	NC_049369	RefSeq
Lactococcus phage 936 group phage PhiM1127	NC_049368	RefSeq
Lactococcus phage 936 group phage PhiS0139	NC_049370	RefSeq
Lactococcus phage 949	NC_015263	RefSeq
Lactococcus phage 96401	NC_049413	RefSeq
Lactococcus phage 96403	NC_049414	RefSeq
Lactococcus phage 96603	NC_049415	RefSeq
Lactococcus phage 98201	NC_031064	NCBI Virus, RefSeq
Lactococcus phage AM1	NC_049854	RefSeq
Lactococcus phage AM4	NC_049856	RefSeq
Lactococcus phage AM6	NC_049807	RefSeq
Lactococcus phage ASCC191	NC_017688	RefSeq
Lactococcus phage ASCC273	NC_017695	RefSeq
Lactococcus phage ASCC281	NC_017702	RefSeq
Lactococcus phage ASCC284	JQ740790	NCBI Virus, RefSeq
Lactococcus phage ASCC287	JQ740791	NCBI Virus, RefSeq
Lactococcus phage ASCC310	JQ740792	NCBI Virus, RefSeq
Lactococcus phage ASCC324	JQ740793	NCBI Virus, RefSeq
Lactococcus phage ASCC337	JQ740794	NCBI Virus, RefSeq
Lactococcus phage ASCC356	JQ740795	NCBI Virus, RefSeq
Lactococcus phage ASCC358	JQ740796	NCBI Virus, RefSeq
Lactococcus phage ASCC365	JQ740797	NCBI Virus, RefSeq
Lactococcus phage ASCC368	JQ740798	NCBI Virus, RefSeq
Lactococcus phage ASCC395	JQ740799	NCBI Virus, RefSeq
Lactococcus phage ASCC397	JQ740800	NCBI Virus, RefSeq
Lactococcus phage ASCC406	JQ740801	NCBI Virus, RefSeq
Lactococcus phage ASCC454	JQ740802	NCBI Virus, RefSeq
Lactococcus phage ASCC460	JQ740803	NCBI Virus, RefSeq
Lactococcus phage ASCC465	NC_017698	RefSeq
Lactococcus phage ASCC473	JQ740805	NCBI Virus, RefSeq
Lactococcus phage ASCC476	JQ740806	NCBI Virus, RefSeq
Lactococcus phage ASCC489	JQ740807	NCBI Virus, RefSeq
Lactococcus phage ASCC497	JQ740808	NCBI Virus, RefSeq
Lactococcus phage ASCC502	JQ740809	NCBI Virus, RefSeq
Lactococcus phage ASCC506	JQ740810	NCBI Virus, RefSeq
Lactococcus phage ASCC527	JQ740811	NCBI Virus, RefSeq
Lactococcus phage ASCC531	JQ740812	NCBI Virus, RefSeq
Lactococcus phage ASCC532	NC_017696	RefSeq
Lactococcus phage ASCC544	JQ740814	NCBI Virus, RefSeq
Lactococcus phage asccphi28	NC_010363	NCBI Virus, RefSeq
Lactococcus phage bIL170	NC_001909	RefSeq
