virus_name	viral_acc	report_host	host_taxid	host_lineage	host_tax_rank	find_name	gcfs	new_gcf	assembly_category	assembly_level
Clostridium phage phiCD506	NC_028838	Clostridioides difficile	1496	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Eubacteriales; Peptostreptococcaceae; Clostridioides	species	Clostridioides difficile	['GCF_018885085.1']	GCF_018885085.1	Represent	Complete Genome
Clostridium phage phiCD6356	NC_015262	Clostridioides difficile	1496	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Eubacteriales; Peptostreptococcaceae; Clostridioides	species	Clostridioides difficile	['GCF_018885085.1']	GCF_018885085.1	Represent	Complete Genome
Clostridium phage phiCDHM13	NC_029116	Clostridioides difficile	1496	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Eubacteriales; Peptostreptococcaceae; Clostridioides	species	Clostridioides difficile	['GCF_018885085.1']	GCF_018885085.1	Represent	Complete Genome
Clostridium phage phiCP13O	NC_019506	Clostridium perfringens	1502	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	species	Clostridium perfringens	['GCF_020138775.1']	GCF_020138775.1	Represent	Complete Genome
Clostridium phage phiCP26F	NC_019496	Clostridium perfringens	1502	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	species	Clostridium perfringens	['GCF_020138775.1']	GCF_020138775.1	Represent	Complete Genome
Clostridium phage phiCP34O	NC_019508	Clostridium perfringens	1502	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	species	Clostridium perfringens	['GCF_020138775.1']	GCF_020138775.1	Represent	Complete Genome
Clostridium phage phiCP39-O	NC_011318	Clostridium perfringens	1502	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	species	Clostridium perfringens	['GCF_020138775.1']	GCF_020138775.1	Represent	Complete Genome
Clostridium phage phiCP7R	NC_017980	Clostridium perfringens	1502	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	species	Clostridium perfringens	['GCF_020138775.1']	GCF_020138775.1	Represent	Complete Genome
Clostridium phage phiCP9O	JF767210	Clostridium perfringens	1502	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	species	Clostridium perfringens	['GCF_020138775.1']	GCF_020138775.1	Represent	Complete Genome
Clostridium phage phiCPV4	NC_018083	Clostridium perfringens	1502	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	species	Clostridium perfringens	['GCF_020138775.1']	GCF_020138775.1	Represent	Complete Genome
Clostridium phage phiCT19406A	NC_030950	Clostridium tetani	1513	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	species	Clostridium tetani	['GCF_003013635.1', 'GCF_000967115.2', 'GCF_000007625.1']	GCF_003013635.1	Unreference	Complete Genome
Clostridium phage phiCT19406B	NC_030947	Clostridium tetani	1513	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	species	Clostridium tetani	['GCF_003013635.1', 'GCF_000967115.2', 'GCF_000007625.1']	GCF_003013635.1	Unreference	Complete Genome
Clostridium phage phiCT19406C	NC_029006	Clostridium tetani	1513	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	species	Clostridium tetani	['GCF_003013635.1', 'GCF_000967115.2', 'GCF_000007625.1']	GCF_003013635.1	Unreference	Complete Genome
Clostridium phage phiCT453A	NC_028991	Clostridium tetani	1513	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	species	Clostridium tetani	['GCF_003013635.1', 'GCF_000967115.2', 'GCF_000007625.1']	GCF_003013635.1	Unreference	Complete Genome
Clostridium phage phiCT453B	NC_029004	Clostridium tetani	1513	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	species	Clostridium tetani	['GCF_003013635.1', 'GCF_000967115.2', 'GCF_000007625.1']	GCF_003013635.1	Unreference	Complete Genome
Clostridium phage phiCT9441A	NC_029022	Clostridium tetani ATCC 9441	1172203	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Eubacteriales; Clostridiaceae; Clostridium; Clostridium tetani	strain	Clostridium tetani ATCC 9441	['GCF_000762315.1']	GCF_000762315.1	Unreference	Scaffold
Clostridium phage phiCTC2A	NC_030949	Clostridium tetani	1513	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	species	Clostridium tetani	['GCF_003013635.1', 'GCF_000967115.2', 'GCF_000007625.1']	GCF_003013635.1	Unreference	Complete Genome
Clostridium phage phiCTC2B	NC_030951	Clostridium tetani	1513	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	species	Clostridium tetani	['GCF_003013635.1', 'GCF_000967115.2', 'GCF_000007625.1']	GCF_003013635.1	Unreference	Complete Genome
Clostridium phage phiCTP1	NC_014457	Clostridium tyrobutyricum	1519	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	species	Clostridium tyrobutyricum	['GCF_001642655.1']	GCF_001642655.1	Represent	Complete Genome
Clostridium phage phiMMP01	NC_028883	Clostridioides difficile	1496	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Eubacteriales; Peptostreptococcaceae; Clostridioides	species	Clostridioides difficile	['GCF_018885085.1']	GCF_018885085.1	Represent	Complete Genome
Clostridium phage phiMMP02	NC_019421	Clostridioides difficile	1496	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Eubacteriales; Peptostreptococcaceae; Clostridioides	species	Clostridioides difficile	['GCF_018885085.1']	GCF_018885085.1	Represent	Complete Genome
Clostridium phage phiMMP03	NC_028959	Clostridioides difficile	1496	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Eubacteriales; Peptostreptococcaceae; Clostridioides	species	Clostridioides difficile	['GCF_018885085.1']	GCF_018885085.1	Represent	Complete Genome
Clostridium phage phiMMP04	NC_019422	Clostridioides difficile	1496	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Eubacteriales; Peptostreptococcaceae; Clostridioides	species	Clostridioides difficile	['GCF_018885085.1']	GCF_018885085.1	Represent	Complete Genome
Clostridium phage PhiS63	NC_017978	Clostridium perfringens	1502	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	species	Clostridium perfringens	['GCF_020138775.1']	GCF_020138775.1	Represent	Complete Genome
Clostridium phage phiSM101	NC_008265	Clostridium perfringens SM101	289380	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Eubacteriales; Clostridiaceae; Clostridium; Clostridium perfringens	strain	Clostridium perfringens SM101	['GCF_000013845.2', 'GCF_000013845.1']	GCF_000013845.2	Unreference	Complete Genome
Clostridium phage phiZP2	NC_018084	Clostridium perfringens	1502	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	species	Clostridium perfringens	['GCF_020138775.1']	GCF_020138775.1	Represent	Complete Genome
Clostridium phage susfortuna	NC_048712	Clostridium perfringens	1502	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	species	Clostridium perfringens	['GCF_020138775.1']	GCF_020138775.1	Represent	Complete Genome
Clostridium phage vB_CpeS-CP51	NC_021325	Clostridium perfringens	1502	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Eubacteriales; Clostridiaceae; Clostridium	species	Clostridium perfringens	['GCF_020138775.1']	GCF_020138775.1	Represent	Complete Genome
Clostridium virus phiC2	NC_009231	Clostridioides difficile	1496	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Eubacteriales; Peptostreptococcaceae; Clostridioides	species	Clostridioides difficile	['GCF_018885085.1']	GCF_018885085.1	Represent	Complete Genome
Clostridium virus phiCD27	NC_011398	Clostridioides difficile	1496	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Eubacteriales; Peptostreptococcaceae; Clostridioides	species	Clostridioides difficile	['GCF_018885085.1']	GCF_018885085.1	Represent	Complete Genome
Colwellia phage 9A	NC_018088	Colwellia psychrerythraea 34H	167879	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Colwelliaceae; Colwellia; Colwellia psychrerythraea	strain	Colwellia psychrerythraea 34H	['GCF_000012325.1']	GCF_000012325.1	Represent	Complete Genome
Corynebacterium phage Adelaide	NC_048791	Corynebacterium xerosis	1725	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Corynebacteriaceae; Corynebacterium	species	Corynebacterium xerosis	['GCF_003641245.1']	GCF_003641245.1	Represent	Complete Genome
Corynebacterium phage BFK20	NC_009799	[Brevibacterium] flavum	92706	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Corynebacteriaceae; Corynebacterium	species	[Brevibacterium] flavum	['GCF_020886775.1', 'GCF_020097615.1', 'GCF_016728725.1', 'GCF_016728665.1', 'GCF_016728645.1', 'GCF_016728365.1', 'GCF_016599755.1', 'GCF_011038655.2', 'GCF_014490575.1', 'GCF_014490555.1', 'GCF_014262665.1', 'GCF_009734425.1', 'GCF_009734405.1', 'GCF_009734385.1', 'GCF_902702935.1', 'GCF_009026825.1', 'GCF_902381765.1', 'GCF_007970465.1', 'GCF_007641235.1', 'GCF_004795735.1', 'GCF_004114895.1', 'GCF_003814005.1', 'GCF_003813985.1', 'GCF_003813965.1', 'GCF_003641245.1', 'GCF_900478035.1', 'GCF_900478045.1', 'GCF_003070865.1', 'GCF_003065405.1', 'GCF_002843135.1', 'GCF_002355155.1', 'GCF_002287505.1', 'GCF_900187235.1', 'GCF_900187295.1', 'GCF_900187215.1', 'GCF_002162115.1', 'GCF_001941565.1', 'GCF_001941505.1', 'GCF_001941485.1', 'GCF_001941465.1', 'GCF_001941445.1', 'GCF_001941345.1', 'GCF_001865765.1', 'GCF_001643015.1', 'GCF_001586235.1', 'GCF_001277995.1', 'GCF_001274895.1', 'GCF_001021065.1', 'GCF_001021045.1', 'GCF_001021025.1', 'GCF_001020985.1', 'GCF_000980835.1', 'GCF_000980815.1', 'GCF_000769635.1', 'GCF_000835165.1', 'GCF_000833575.1', 'GCF_000732945.1', 'GCF_000626675.1', 'GCF_000767055.1', 'GCF_000747315.1', 'GCF_000550805.1', 'GCF_000550785.1', 'GCF_000590555.1', 'GCF_000442645.1', 'GCF_000418365.1', 'GCF_000404185.1', 'GCF_000344785.1', 'GCF_000341345.1', 'GCF_000177535.2', 'GCF_000023145.1', 'GCF_000022905.1', 'GCF_000011305.1', 'GCF_000006605.1']	GCF_020886775.1	Represent	Complete Genome
Corynebacterium phage C3PO	NC_042085	Corynebacterium vitaeruminis	38305	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Corynebacteriaceae; Corynebacterium	species	Corynebacterium vitaeruminis	['GCF_000550805.1']	GCF_000550805.1	Represent	Complete Genome
Corynebacterium phage Darwin	NC_042086	Corynebacterium vitaeruminis	38305	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Corynebacteriaceae; Corynebacterium	species	Corynebacterium vitaeruminis	['GCF_000550805.1']	GCF_000550805.1	Represent	Complete Genome
Corynebacterium phage Dina	NC_048787	Corynebacterium xerosis	1725	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Corynebacteriaceae; Corynebacterium	species	Corynebacterium xerosis	['GCF_003641245.1']	GCF_003641245.1	Represent	Complete Genome
Corynebacterium phage Juicebox	NC_048070	Corynebacterium xerosis	1725	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Corynebacteriaceae; Corynebacterium	species	Corynebacterium xerosis	['GCF_003641245.1']	GCF_003641245.1	Represent	Complete Genome
Corynebacterium phage Kimchi1738	NC_055772	Corynebacterium vitaeruminis	38305	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Corynebacteriaceae; Corynebacterium	species	Corynebacterium vitaeruminis	['GCF_000550805.1']	GCF_000550805.1	Represent	Complete Genome
Corynebacterium phage Lederberg	NC_048790	Corynebacterium xerosis	1725	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Corynebacteriaceae; Corynebacterium	species	Corynebacterium xerosis	['GCF_003641245.1']	GCF_003641245.1	Represent	Complete Genome
Corynebacterium phage P1201	NC_009816	Corynebacterium glutamicum	1718	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Corynebacteriaceae; Corynebacterium	species	Corynebacterium glutamicum	['GCF_000404185.1']	GCF_000404185.1	Represent	Complete Genome
Corynebacterium phage phi673	NC_042354	Corynebacterium glutamicum	1718	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Corynebacteriaceae; Corynebacterium	species	Corynebacterium glutamicum	['GCF_000404185.1']	GCF_000404185.1	Represent	Complete Genome
Corynebacterium phage phi674	NC_042355	Corynebacterium glutamicum	1718	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Corynebacteriaceae; Corynebacterium	species	Corynebacterium glutamicum	['GCF_000404185.1']	GCF_000404185.1	Represent	Complete Genome
Corynebacterium phage Poushou	NC_042139	Corynebacterium vitaeruminis	38305	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Corynebacteriaceae; Corynebacterium	species	Corynebacterium vitaeruminis	['GCF_000550805.1']	GCF_000550805.1	Represent	Complete Genome
Corynebacterium phage SamW	NC_048069	Corynebacterium xerosis	1725	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Corynebacteriaceae; Corynebacterium	species	Corynebacterium xerosis	['GCF_003641245.1']	GCF_003641245.1	Represent	Complete Genome
Corynebacterium phage StAB	NC_048780	Corynebacterium xerosis	1725	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Corynebacteriaceae; Corynebacterium	species	Corynebacterium xerosis	['GCF_003641245.1']	GCF_003641245.1	Represent	Complete Genome
Corynebacterium phage Stickynote	NC_055807	Corynebacterium vitaeruminis	38305	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Corynebacteriaceae; Corynebacterium	species	Corynebacterium vitaeruminis	['GCF_000550805.1']	GCF_000550805.1	Represent	Complete Genome
Corynebacterium phage Stiles	NC_048789	Corynebacterium xerosis	1725	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Corynebacteriaceae; Corynebacterium	species	Corynebacterium xerosis	['GCF_003641245.1']	GCF_003641245.1	Represent	Complete Genome
Corynebacterium phage Zion	NC_042087	Corynebacterium vitaeruminis	38305	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Corynebacteriaceae; Corynebacterium	species	Corynebacterium vitaeruminis	['GCF_000550805.1']	GCF_000550805.1	Represent	Complete Genome
Croceibacter phage P2559S	NC_018276	Croceibacter atlanticus HTCC2559	216432	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Croceibacter; Croceibacter atlanticus	strain	Croceibacter atlanticus HTCC2559	['GCF_000196315.1']	GCF_000196315.1	Represent	Complete Genome
Croceibacter phage P2559Y	NC_023614	Croceibacter atlanticus HTCC2559	216432	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Croceibacter; Croceibacter atlanticus	strain	Croceibacter atlanticus HTCC2559	['GCF_000196315.1']	GCF_000196315.1	Represent	Complete Genome
Cronobacter phage CR3	NC_017974	Cronobacter sakazakii	28141	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Cronobacter	species	Cronobacter sakazakii	['GCF_003516125.1']	GCF_003516125.1	Represent	Complete Genome
Cronobacter phage CR5	NC_021531	Cronobacter sakazakii	28141	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Cronobacter	species	Cronobacter sakazakii	['GCF_003516125.1']	GCF_003516125.1	Represent	Complete Genome
Cronobacter phage CR8	NC_024354	Cronobacter sakazakii	28141	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Cronobacter	species	Cronobacter sakazakii	['GCF_003516125.1']	GCF_003516125.1	Represent	Complete Genome
Cronobacter phage CR9	NC_023717	Cronobacter sakazakii	28141	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Cronobacter	species	Cronobacter sakazakii	['GCF_003516125.1']	GCF_003516125.1	Represent	Complete Genome
Cronobacter phage CS01	NC_048088	Cronobacter sakazakii	28141	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Cronobacter	species	Cronobacter sakazakii	['GCF_003516125.1']	GCF_003516125.1	Represent	Complete Genome
Cronobacter phage Dev-CD-23823	NC_029070	Cronobacter turicensis	413502	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Cronobacter	species	Cronobacter turicensis	['GCF_011605535.1']	GCF_011605535.1	Represent	Scaffold
Cronobacter phage Dev-CD-23823	NC_029070	Cronobacter malonaticus	413503	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Cronobacter	species	Cronobacter malonaticus	['GCF_001277215.2']	GCF_001277215.2	Represent	Complete Genome
Cronobacter phage Dev-CD-23823	NC_029070	Cronobacter dublinensis subsp. dublinensis LMG 23823	1159554	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Cronobacter; Cronobacter dublinensis; Cronobacter dublinensis subsp. dublinensis	strain	Cronobacter dublinensis subsp. dublinensis LMG 23823	['GCF_001277235.1']	GCF_001277235.1	Represent	Complete Genome
Cronobacter phage Dev-CD-23823	NC_029070	Cronobacter muytjensii ATCC 51329	1159613	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Cronobacter; Cronobacter muytjensii	strain	Cronobacter muytjensii ATCC 51329	['GCF_001277195.1']	GCF_001277195.1	Represent	Complete Genome
Cronobacter phage Dev-CD-23823	NC_029070	Cronobacter condimenti	1163710	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Cronobacter	species	Cronobacter condimenti	['GCF_001277255.1']	GCF_001277255.1	Represent	Complete Genome
Cronobacter phage Dev2	NC_023558	Cronobacter turicensis	413502	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Cronobacter	species	Cronobacter turicensis	['GCF_011605535.1']	GCF_011605535.1	Represent	Scaffold
Cronobacter phage ENT39118	NC_019934	Cronobacter sakazakii	28141	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Cronobacter	species	Cronobacter sakazakii	['GCF_003516125.1']	GCF_003516125.1	Represent	Complete Genome
Cronobacter phage ENT47670	NC_019927	Cronobacter sakazakii	28141	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Cronobacter	species	Cronobacter sakazakii	['GCF_003516125.1']	GCF_003516125.1	Represent	Complete Genome
