host_name	host_taxid	host_tax_rank	host_lineage	find_name	gcfs	new_gcf	assembly_category	assembly_level	find_taxid	find_taxrank	find_lineage
Prochlorococcus marinus subsp. marinus str. CCMP1375	167539	strain	Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; Prochlorococcus marinus subsp. marinus	Prochlorococcus marinus subsp. marinus str. CCMP1375	['GCF_000007925.1']	GCF_000007925.1	Represent	Complete Genome	167539	strain	k__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochlorococcaceae;g__Prochlorococcus;s__Prochlorococcus marinus;t__Prochlorococcus marinus subsp. marinus str. CCMP1375
Geobacillus sp. E263	391290	species	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Geobacillus	Geobacillus sp. E263	['GCF_007197795.1']	GCF_007197795.1	Unreference	Complete Genome	391290	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Geobacillus;s__Geobacillus sp. E263;t__
Delftia acidovorans	80866	species	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Delftia	Delftia acidovorans	['GCF_016127415.1', 'GCF_016027775.1', 'GCF_016027075.1', 'GCF_016026535.1', 'GCF_013423845.1', 'GCF_000018665.1', 'GCA_001969245.1', 'GCF_002443055.1']	GCF_016127415.1	Unreference	Complete Genome	80866	species	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Delftia;s__Delftia acidovorans;t__
Delftia tsuruhatensis	180282	species	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Delftia	Delftia tsuruhatensis	['GCF_903815225.1', 'GCF_009362995.1', 'GCF_001753225.1']	GCF_903815225.1	Unreference	Complete Genome	180282	species	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Delftia;s__Delftia tsuruhatensis;t__
Dickeya fangzhongdai	1778540	species	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Pectobacteriaceae; Dickeya	Dickeya fangzhongdai	['GCF_002812485.1']	GCF_002812485.1	Represent	Complete Genome	1778540	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pectobacteriaceae;g__Dickeya;s__Dickeya fangzhongdai;t__
Dickeya solani	1089444	species	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Pectobacteriaceae; Dickeya	Dickeya solani	['GCF_002846995.1']	GCF_002846995.1	Represent	Complete Genome	1089444	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pectobacteriaceae;g__Dickeya;s__Dickeya solani;t__
Dickeya solani MK10	1224151	strain	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Pectobacteriaceae; Dickeya; Dickeya solani	Dickeya solani MK10	['GCF_000365285.1']	GCF_000365285.1	Unreference	Chromosome	1224151	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pectobacteriaceae;g__Dickeya;s__Dickeya solani;t__Dickeya solani MK10
Dinoroseobacter shibae	215813	species	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Roseobacteraceae; Dinoroseobacter	Dinoroseobacter shibae	['GCF_000018145.1']	GCF_000018145.1	Represent	Complete Genome	215813	species	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Dinoroseobacter;s__Dinoroseobacter shibae;t__
Dinoroseobacter shibae DFL 12 = DSM 16493	398580	strain	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Roseobacteraceae; Dinoroseobacter; Dinoroseobacter shibae	Dinoroseobacter shibae DFL 12 = DSM 16493	['GCF_000018145.1']	GCF_000018145.1	Represent	Complete Genome	398580	strain	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Dinoroseobacter;s__Dinoroseobacter shibae;t__Dinoroseobacter shibae DFL 12 = DSM 16493
Edwardsiella anguillarum	1821960	species	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Hafniaceae; Edwardsiella	Edwardsiella anguillarum	['GCF_000264765.2']	GCF_000264765.2	Represent	Complete Genome	1821960	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Hafniaceae;g__Edwardsiella;s__Edwardsiella anguillarum;t__
Edwardsiella ictaluri	67780	species	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Hafniaceae; Edwardsiella	Edwardsiella ictaluri	['GCF_003074995.2']	GCF_003074995.2	Represent	Complete Genome	67780	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Hafniaceae;g__Edwardsiella;s__Edwardsiella ictaluri;t__
Edwardsiella tarda	636	species	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Hafniaceae; Edwardsiella	Edwardsiella tarda	['GCF_002504285.1']	GCF_002504285.1	Represent	Complete Genome	636	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Hafniaceae;g__Edwardsiella;s__Edwardsiella tarda;t__
Eggerthella lenta	84112	species	Bacteria; Terrabacteria group; Actinobacteria; Coriobacteriia; Eggerthellales; Eggerthellaceae; Eggerthella	Eggerthella lenta	['GCF_021378605.1']	GCF_021378605.1	Represent	Complete Genome	84112	species	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta;t__
Escherichia coli	562	species	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	Escherichia coli	['GCF_000008865.2', 'GCF_000005845.2']	GCF_000008865.2	Reference	Complete Genome	562	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__
Enterobacter cloacae	550	species	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex	Enterobacter cloacae	['GCF_000770155.1']	GCF_000770155.1	Represent	Complete Genome	550	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae;t__
Enterobacter cancerogenus	69218	species	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex	Enterobacter cancerogenus	['GCF_019665745.1']	GCF_019665745.1	Represent	Chromosome	69218	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cancerogenus;t__
Enterobacter asburiae	61645	species	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex	Enterobacter asburiae	['GCF_007035645.1']	GCF_007035645.1	Represent	Complete Genome	61645	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter asburiae;t__
Klebsiella aerogenes	548	species	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella	Klebsiella aerogenes	['GCF_007632255.1']	GCF_007632255.1	Represent	Complete Genome	548	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella aerogenes;t__
Escherichia coli O121:H19	991915	serotype	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	Escherichia coli	['GCF_000008865.2', 'GCF_000005845.2']	GCF_000008865.2	Reference	Complete Genome	562	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__
Escherichia coli O26:H11	244319	serotype	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	Escherichia coli	['GCF_000008865.2', 'GCF_000005845.2']	GCF_000008865.2	Reference	Complete Genome	562	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__
Escherichia coli RS218	439184	strain	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	Escherichia coli RS218	['GCF_000800845.1']	GCF_000800845.1	Unreference	Complete Genome	439184	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__Escherichia coli RS218
Salmonella enterica subsp. enterica serovar Typhimurium	90371	strain	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	Salmonella enterica subsp. enterica serovar Typhimurium	['GCF_000006945.2']	GCF_000006945.2	Reference	Complete Genome	90371	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica
Escherichia coli O157:H7	83334	serotype	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	Escherichia coli	['GCF_000008865.2', 'GCF_000005845.2']	GCF_000008865.2	Reference	Complete Genome	562	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__
Escherichia coli O104:H4	1038927	serotype	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	Escherichia coli	['GCF_000008865.2', 'GCF_000005845.2']	GCF_000008865.2	Reference	Complete Genome	562	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__
Escherichia coli O111:NM	373045	serotype	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	Escherichia coli	['GCF_000008865.2', 'GCF_000005845.2']	GCF_000008865.2	Reference	Complete Genome	562	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__
Escherichia coli O103:H2	376725	serotype	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	Escherichia coli	['GCF_000008865.2', 'GCF_000005845.2']	GCF_000008865.2	Reference	Complete Genome	562	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__
Escherichia coli J53	1144303	strain	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	Escherichia coli	['GCF_000008865.2', 'GCF_000005845.2']	GCF_000008865.2	Reference	Complete Genome	562	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__
Pseudomonas aeruginosa	287	species	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome	287	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa;t__
Pseudomonas fluorescens	294	species	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas fluorescens group	Pseudomonas fluorescens	['GCF_900215245.1']	GCF_900215245.1	Represent	Chromosome	294	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas fluorescens;t__
Pseudomonas putida	303	species	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas putida group	Pseudomonas putida	['GCF_000412675.1']	GCF_000412675.1	Represent	Complete Genome	303	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas putida;t__
Acinetobacter calcoaceticus	471	species	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	Acinetobacter calcoaceticus	['GCF_002055515.1']	GCF_002055515.1	Represent	Complete Genome	471	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter calcoaceticus;t__
Proteus mirabilis	584	species	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Morganellaceae; Proteus	Proteus mirabilis	['GCF_000069965.1']	GCF_000069965.1	Represent	Complete Genome	584	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Proteus;s__Proteus mirabilis;t__
Vibrio cholerae	666	species	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	Vibrio cholerae	['GCF_008369605.1']	GCF_008369605.1	Represent	Complete Genome	666	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio cholerae;t__
Escherichia coli B	37762	strain	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	Escherichia coli B	['GCF_001559615.2', 'GCF_001559635.1', 'GCF_001559615.1']	GCF_001559615.2	Unreference	Complete Genome	37762	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__Escherichia coli B
Shigella flexneri	623	species	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	Shigella flexneri	['GCF_000006925.2']	GCF_000006925.2	Reference	Complete Genome	623	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella flexneri;t__
Salmonella enterica subsp. enterica serovar Typhimurium str. DT104	85569	strain	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica	Salmonella enterica subsp. enterica serovar Typhimurium str. DT104	['GCF_000493675.1']	GCF_000493675.1	Unreference	Complete Genome	85569	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica serovar Typhimurium str. DT104
Salmonella enterica subsp. enterica	59201	subspecies	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	Salmonella enterica subsp. enterica	['GCF_000006945.2']	GCF_000006945.2	Reference	Complete Genome	59201	subspecies	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica
Escherichia coli BL21(DE3)	469008	strain	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	Escherichia coli BL21(DE3)	['GCF_019754155.1', 'GCF_013167015.1', 'GCF_000022665.1', 'GCF_000009565.1', 'GCA_000022665.1', 'GCA_000009565.1']	GCF_019754155.1	Unreference	Complete Genome	469008	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__Escherichia coli BL21(DE3)
Escherichia coli BL21	511693	strain	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	Escherichia coli BL21	['GCF_014263375.1', 'GCF_013166975.1']	GCF_014263375.1	Unreference	Complete Genome	511693	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__Escherichia coli BL21
Enterococcus faecium	1352	species	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus	Enterococcus faecium	['GCF_009734005.1']	GCF_009734005.1	Represent	Complete Genome	1352	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecium;t__
Enterococcus faecalis	1351	species	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus	Enterococcus faecalis	['GCF_022557275.1', 'GCF_022213025.1', 'GCF_022213005.1', 'GCF_022212985.1', 'GCF_022212965.1', 'GCF_022212945.1', 'GCF_022212925.1', 'GCF_022212905.1', 'GCF_022212885.1', 'GCF_022212865.1', 'GCF_022212845.1', 'GCF_021655635.1', 'GCF_021610105.1', 'GCF_021484825.1', 'GCF_020906605.1', 'GCF_020882115.1', 'GCF_020882095.1', 'GCF_020882075.1', 'GCF_020882055.1', 'GCF_020882035.1', 'GCF_020881975.1', 'GCF_020844125.1', 'GCF_020616935.1', 'GCF_020616875.1', 'GCF_020616775.1', 'GCF_019856595.1', 'GCF_019774535.1', 'GCF_906464915.2', 'GCF_018986755.2', 'GCF_019222705.1', 'GCF_019195415.1', 'GCF_018986755.1', 'GCF_018517125.1', 'GCF_906464925.1', 'GCF_906464895.1', 'GCF_906464865.1', 'GCF_906464875.1', 'GCF_906464835.1', 'GCF_009498175.3', 'GCF_017639585.1', 'GCF_017357805.1', 'GCF_017280235.1', 'GCF_017280035.1', 'GCF_009498175.2', 'GCF_016812095.1', 'GCF_905123875.1', 'GCF_905123865.1', 'GCF_905123825.1', 'GCF_905123805.1', 'GCF_905123845.1', 'GCF_905123835.1', 'GCF_905123855.1', 'GCF_905123815.1', 'GCF_905123785.1', 'GCF_905123795.1', 'GCF_905123735.1', 'GCF_905123755.1', 'GCF_905123745.1', 'GCF_905123775.1', 'GCF_905123725.1', 'GCF_905123765.1', 'GCF_905123715.1', 'GCF_905123705.1', 'GCF_905123695.1', 'GCF_905123675.1', 'GCF_905123655.1', 'GCF_905123685.1', 'GCF_905123645.1', 'GCF_905123665.1', 'GCF_905123635.1', 'GCF_905123625.1', 'GCF_905123525.1', 'GCF_905123615.1', 'GCF_905123585.1', 'GCF_905123595.1', 'GCF_905123555.1', 'GCF_905123575.1', 'GCF_905123565.1', 'GCF_905123535.1', 'GCF_905123605.1', 'GCF_905123545.1', 'GCF_905123495.1', 'GCF_905123485.1', 'GCF_905123455.1', 'GCF_905123475.1', 'GCF_905123465.1', 'GCF_905123445.1', 'GCF_905123405.1', 'GCF_905123415.1', 'GCF_905123425.1', 'GCF_905123435.1', 'GCF_905123385.1', 'GCF_905123395.1', 'GCF_905123335.1', 'GCF_905123365.1', 'GCF_905123325.1', 'GCF_905123355.1', 'GCF_905123345.1', 'GCF_905123375.1', 'GCF_905123315.1', 'GCF_905123305.1', 'GCF_905123295.1', 'GCF_905123275.1', 'GCF_905123285.1', 'GCF_905123255.1', 'GCF_905123265.1', 'GCF_905123245.1', 'GCF_905123235.1', 'GCF_905123225.1', 'GCF_905123215.1', 'GCF_905123195.1', 'GCF_905123185.1', 'GCF_905123175.1', 'GCF_905123165.1', 'GCF_905123205.1', 'GCF_905123135.1', 'GCF_905123115.1', 'GCF_905123155.1', 'GCF_905123095.1', 'GCF_905123085.1', 'GCF_905123055.1', 'GCF_905123065.1', 'GCF_905123075.1', 'GCF_905123045.1', 'GCF_905123025.1', 'GCF_905123035.1', 'GCF_905123015.1', 'GCF_905122985.1', 'GCF_905122995.1', 'GCF_905123005.1', 'GCF_905122975.1', 'GCF_905122965.1', 'GCF_905122955.1', 'GCF_905122945.1', 'GCF_905122925.1', 'GCF_905122935.1', 'GCF_905122915.1', 'GCF_905122905.1', 'GCF_905122895.1', 'GCF_905122885.1', 'GCF_905122875.1', 'GCF_905122855.1', 'GCF_905122865.1', 'GCF_905122835.1', 'GCF_905122845.1', 'GCF_905122825.1', 'GCF_905122805.1', 'GCF_905122815.1', 'GCF_905122795.1', 'GCF_905122785.1', 'GCF_905122775.1', 'GCF_905122765.1', 'GCF_905122755.1', 'GCF_905122715.1', 'GCF_905122725.1', 'GCF_905122745.1', 'GCF_905122705.1', 'GCF_905122735.1', 'GCF_905122695.1', 'GCF_905122685.1', 'GCF_905122675.1', 'GCF_905122665.1', 'GCF_905122645.1', 'GCF_905122615.1', 'GCF_905122655.1', 'GCF_905122625.1', 'GCF_905122635.1', 'GCF_905122605.1', 'GCF_905122565.1', 'GCF_905122575.1', 'GCF_905122595.1', 'GCF_905122585.1', 'GCF_905122555.1', 'GCF_905122535.1', 'GCF_905122545.1', 'GCF_905122525.1', 'GCF_905122505.1', 'GCF_905122515.1', 'GCF_905122495.1', 'GCF_905122485.1', 'GCF_905122475.1', 'GCF_905122465.1', 'GCF_905122455.1', 'GCF_905122445.1', 'GCF_905122435.1', 'GCF_905122425.1', 'GCF_009498155.2', 'GCF_001886675.2', 'GCF_001878735.3', 'GCF_018138025.1', 'GCF_018138005.1', 'GCF_009914685.2', 'GCF_017280215.1', 'GCF_017279935.1', 'GCF_017068435.1', 'GCF_017068415.1', 'GCA_009498155.2', 'GCA_001886675.2', 'GCA_001878735.3', 'GCA_009914685.2']	GCF_022557275.1	Unreference	Complete Genome	1351	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis;t__
