virus_name	refseq_id	virus_taxid	virus_lineage	evidence	host_name	host_taxid	host_lineage	host_rank
Cellulophaga phage phi39:1	NC_021804	1327993	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__;s__Cellulophaga phage phi39:1;t__	NCBI Virus, RefSeq	Cellulophaga baltica	76594	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cellulophaga;s__Cellulophaga baltica;t__	species
Cellulophaga phage phi3:1	KC821630	756279	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__;s__Cellulophaga phage phi3:1;t__	NCBI Virus, RefSeq	Cellulophaga baltica	76594	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cellulophaga;s__Cellulophaga baltica;t__	species
Cellulophaga phage phi3ST:2	KC821610	1327973	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__;s__Cellulophaga phage phi3ST:2;t__	NCBI Virus, RefSeq	Cellulophaga baltica	76594	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cellulophaga;s__Cellulophaga baltica;t__	species
Cellulophaga phage phi40:1	KC821612	1327975	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Podoviridae;g__;s__Cellulophaga phage phi40:1;t__	NCBI Virus, RefSeq	Cellulophaga baltica	76594	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cellulophaga;s__Cellulophaga baltica;t__	species
Cellulophaga phage phi46:1	NC_021800	1327974	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__;s__Cellulophaga phage phi46:1;t__	NCBI Virus, RefSeq	Cellulophaga baltica	76594	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cellulophaga;s__Cellulophaga baltica;t__	species
Cellulophaga phage phi46:3	NC_021792	1327985	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Podoviridae;g__;s__Cellulophaga phage phi46:3;t__	NCBI Virus, RefSeq	Cellulophaga baltica	76594	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cellulophaga;s__Cellulophaga baltica;t__	species
Cellulophaga phage phi47:1	KC821634	756281	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__;s__Cellulophaga phage phi47:1;t__	NCBI Virus, RefSeq	Cellulophaga baltica	76594	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cellulophaga;s__Cellulophaga baltica;t__	species
Cellulophaga phage phi48:1	KC821631	1328028	k__Viruses;p__Phixviricota;c__Malgrandaviricetes;o__Petitvirales;f__Microviridae;g__;s__Cellulophaga phage phi12a:1;t__	RefSeq	Cellulophaga baltica	76594	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cellulophaga;s__Cellulophaga baltica;t__	species
Cellulophaga phage phi48:2	NC_021793	1327968	k__Viruses;p__;c__;o__;f__;g__;s__Cellulophaga phage phi48:2;t__	Literature, NCBI Virus, RefSeq	Cellulophaga baltica	76594	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cellulophaga;s__Cellulophaga baltica;t__	species
Cellulophaga phage phi4:1	NC_021788	1328029	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Podoviridae;g__Lightbulbvirus;s__Cellulophaga virus Cba41;t__	RefSeq	Cellulophaga baltica	76594	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cellulophaga;s__Cellulophaga baltica;t__	species
Cellulophaga phage phi4:1	NC_021788	1328029	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Podoviridae;g__Lightbulbvirus;s__Cellulophaga virus Cba41;t__	RefSeq	Cellulophaga baltica 4	1348582	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cellulophaga;s__Cellulophaga baltica;t__Cellulophaga baltica 4	strain
Cellulophaga phage phiSM	NC_020860	756280	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__;s__Cellulophaga phage phiSM;t__	NCBI Virus, RefSeq	Cellulophaga sp. MM#3	192170	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cellulophaga;s__Cellulophaga sp. MM#3;t__	species
Cellulophaga phage phiST	NC_020842	756282	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Cbastvirus;s__Cellulophaga virus ST;t__	RefSeq	Cellulophaga sp. MM#3	192170	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cellulophaga;s__Cellulophaga sp. MM#3;t__	species
Chlamydia phage 2	NC_002194	105154	k__Viruses;p__Phixviricota;c__Malgrandaviricetes;o__Petitvirales;f__Microviridae;g__Chlamydiamicrovirus;s__Chlamydia virus Chp2;t__	RefSeq	Chlamydia psittaci	83554	k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia;s__Chlamydia psittaci;t__	species
Chlamydia phage 3	AJ550635	225067	k__Viruses;p__Phixviricota;c__Malgrandaviricetes;o__Petitvirales;f__Microviridae;g__Chlamydiamicrovirus;s__Chlamydia virus Chp2;t__	Literature	Chlamydia abortus	83555	k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia;s__Chlamydia abortus;t__	species
Chlamydia phage 3	AJ550635	225067	k__Viruses;p__Phixviricota;c__Malgrandaviricetes;o__Petitvirales;f__Microviridae;g__Chlamydiamicrovirus;s__Chlamydia virus Chp2;t__	Literature	Chlamydia felis	83556	k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia;s__Chlamydia felis;t__	species
Chlamydia phage 3	AJ550635	225067	k__Viruses;p__Phixviricota;c__Malgrandaviricetes;o__Petitvirales;f__Microviridae;g__Chlamydiamicrovirus;s__Chlamydia virus Chp2;t__	Literature	Chlamydia caviae GPIC	227941	k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia;s__Chlamydia caviae;t__	isolate
Chlamydia phage 3	AJ550635	225067	k__Viruses;p__Phixviricota;c__Malgrandaviricetes;o__Petitvirales;f__Microviridae;g__Chlamydiamicrovirus;s__Chlamydia virus Chp2;t__	Literature	Chlamydia pecorum E58	331635	k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia;s__Chlamydia pecorum;t__Chlamydia pecorum E58	strain
Chlamydia phage 4	NC_007461	313629	k__Viruses;p__Phixviricota;c__Malgrandaviricetes;o__Petitvirales;f__Microviridae;g__Chlamydiamicrovirus;s__Chlamydia phage 4;t__	Literature, NCBI Virus, RefSeq	Chlamydia abortus	83555	k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia;s__Chlamydia abortus;t__	species
Chlamydia phage CPG1	NC_001998	90963	k__Viruses;p__Phixviricota;c__Malgrandaviricetes;o__Petitvirales;f__Microviridae;g__Chlamydiamicrovirus;s__Chlamydia virus CPG1;t__	RefSeq	Chlamydia psittaci	83554	k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia;s__Chlamydia psittaci;t__	species
Chlamydia virus Chp1	NC_001741	2003327	k__Viruses;p__Phixviricota;c__Malgrandaviricetes;o__Petitvirales;f__Microviridae;g__Chlamydiamicrovirus;s__Chlamydia virus Chp1;t__	NCBI Virus, RefSeq, UniProt	Chlamydia psittaci	83554	k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia;s__Chlamydia psittaci;t__	species
Chlamydia virus CPAR39	NC_002180	1986029	k__Viruses;p__Phixviricota;c__Malgrandaviricetes;o__Petitvirales;f__Microviridae;g__Chlamydiamicrovirus;s__Chlamydia virus CPAR39;t__	NCBI Virus, RefSeq	Chlamydia pneumoniae AR39	115711	k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia;s__Chlamydia pneumoniae;t__Chlamydia pneumoniae AR39	strain
Citrobacter phage CF1 DK-2017	NC_047823	2267237	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Drexlerviridae;g__Tlsvirus;s__Citrobacter virus DK2017;t__	RefSeq	Citrobacter freundii	546	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter freundii;t__	species
Citrobacter phage CF1 ERZ-2017	NC_042067	2267236	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Moonvirus;s__Citrobacter virus CF1;t__	RefSeq	Citrobacter freundii	546	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter freundii;t__	species
Citrobacter phage CR44b	NC_023576	1455075	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Kayfunavirus;s__Citrobacter virus CR44b;t__	RefSeq	Citrobacter rodentium	67825	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter rodentium;t__	species
Citrobacter phage CR8	NC_023548	1455076	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Kayfunavirus;s__Citrobacter phage CR8;t__	NCBI Virus, RefSeq	Citrobacter rodentium	67825	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter rodentium;t__	species
Citrobacter phage CVT22	NC_027988	1622234	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Zobellviridae;g__Citrovirus;s__Citrobacter virus CVT22;t__	Literature, RefSeq	Citrobacter sp. TM1552	1676276	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter sp. TM1552;t__	species
Citrobacter phage IME-CF2	NC_029013	1673887	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Pseudotevenvirus;s__Citrobacter virus CF2;t__	RefSeq	Citrobacter freundii	546	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter freundii;t__	species
Citrobacter phage Margaery	NC_028755	1701810	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Pseudotevenvirus;s__Citrobacter virus Margaery;t__	RefSeq	Citrobacter sp.	1896336	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter sp.;t__	species
Citrobacter phage Merlin	NC_028857	1675602	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Moonvirus;s__Citrobacter virus Merlin;t__	Literature, RefSeq	Citrobacter freundii	546	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter freundii;t__	species
Citrobacter phage Michonne	NC_028247	1675603	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Mooglevirus;s__Citrobacter virus Mordin;t__	NCBI Virus, RefSeq	Citrobacter freundii	546	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter freundii;t__	species
Citrobacter phage Miller	NC_025414	1527524	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Pseudotevenvirus;s__Citrobacter virus Miller;t__	Literature	Citrobacter freundii	546	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter freundii;t__	species
Citrobacter phage Moogle	NC_027293	1540094	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Mooglevirus;s__Citrobacter virus Moogle;t__	RefSeq	Citrobacter freundii	546	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter freundii;t__	species
Citrobacter phage Moon	NC_027331	1540095	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Moonvirus;s__Citrobacter virus Moon;t__	RefSeq	Citrobacter freundii	546	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter freundii;t__	species
Citrobacter phage Mordin	NC_041977	1701846	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Mooglevirus;s__Citrobacter virus Mordin;t__	RefSeq	Citrobacter freundii	546	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter freundii;t__	species
Citrobacter phage phiCFP-1	NC_028880	1610508	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Teetrevirus;s__Citrobacter virus CFP1;t__	RefSeq	Citrobacter freundii	546	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter freundii;t__	species
Citrobacter phage PhiZZ23	NC_054901	2716727	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Tequatrovirus;s__Citrobacter virus PhiZZ23;t__	RefSeq	Citrobacter rodentium	67825	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter rodentium;t__	species
Citrobacter phage PhiZZ6	NC_054900	2716728	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Tequatrovirus;s__Citrobacter virus PhiZZ6;t__	RefSeq	Citrobacter rodentium	67825	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter rodentium;t__	species
Citrobacter phage Sazh	NC_048065	2315629	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Drexlerviridae;g__Tlsvirus;s__Citrobacter virus Sazh;t__	RefSeq	Citrobacter freundii	546	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter freundii;t__	species
Citrobacter phage SH1	NC_031066	1805464	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Teetrevirus;s__Citrobacter virus SH1;t__	RefSeq	Citrobacter freundii	546	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter freundii;t__	species
Citrobacter phage SH2	NC_031092	1805465	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Teetrevirus;s__Citrobacter virus SH2;t__	RefSeq	Citrobacter freundii	546	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter freundii;t__	species
Citrobacter phage SH3	NC_031123	1805466	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Kayfunavirus;s__Citrobacter virus SH3;t__	RefSeq	Citrobacter freundii	546	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter freundii;t__	species
Citrobacter phage SH4	NC_031018	1805467	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Kayfunavirus;s__Citrobacter virus SH4;t__	RefSeq	Citrobacter freundii	546	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter freundii;t__	species
Citrobacter phage Stevie	NC_027350	2885922	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Drexlerviridae;g__Tlsvirus;s__Citrobacter virus Stevie;t__	RefSeq	Citrobacter freundii	546	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter freundii;t__	species
Citrobacter phage vB_CroM_CrRp10	NC_054899	2079276	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Tequatrovirus;s__Citrobacter virus CrRp10;t__	RefSeq	Citrobacter rodentium	67825	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter rodentium;t__	species
Citrobacter phage vB_CroP_CrRp3	NC_047920	2079275	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Vectrevirus;s__Citrobacter virus CrRp3;t__	RefSeq	Citrobacter rodentium	67825	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter rodentium;t__	species
Citrobacter virus HCF1	NC_054897	2653507	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Drexlerviridae;g__Hicfunavirus;s__Citrobacter virus HCF1;t__	NCBI Virus, RefSeq	Citrobacter amalonaticus	35703	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter amalonaticus;t__	species
Clavibacter phage CMP1	NC_013698	686439	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Cimpunavirus;s__Clavibacter virus CMP1;t__	RefSeq	Clavibacter michiganensis subsp. michiganensis	33013	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Clavibacter;s__Clavibacter michiganensis;t__Clavibacter michiganensis subsp. michiganensis	subspecies
Clavibacter phage CN1A	NC_023549	1406793	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Cinunavirus;s__Clavibacter virus CN1A;t__	RefSeq	Clavibacter michiganensis	28447	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Clavibacter;s__Clavibacter michiganensis;t__	species
Clostridioides phage phiC2	DQ466086	2849703	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Yongloolinvirus;s__Clostridioides virus phiC2;t__	Literature	Clostridioides difficile	1496	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Clostridioides;s__Clostridioides difficile;t__	species
Clostridioides phage phiCD27	EU719189	2849704	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Colneyvirus;s__Clostridioides virus phiCD27;t__	Literature, RefSeq	Clostridioides difficile	1496	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Clostridioides;s__Clostridioides difficile;t__	species
Clostridium phage c-st	NC_007581	12336	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__;s__Clostridium phage c-st;t__	Literature	Clostridium botulinum C str. Stockholm	929505	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium botulinum;t__Clostridium botulinum C str. Stockholm	strain
Clostridium phage CDKM15	NC_048643	1868595	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Colneyvirus;s__Clostridioides virus CDKM15;t__	RefSeq	Clostridioides difficile	1496	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Clostridioides;s__Clostridioides difficile;t__	species
Clostridium phage CDKM9	NC_048642	1868594	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Colneyvirus;s__Clostridioides virus CDKM9;t__	RefSeq	Clostridioides difficile	1496	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Clostridioides;s__Clostridioides difficile;t__	species
Clostridium phage CDMH1	NC_024144	1411095	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Yongloolinvirus;s__Clostridioides virus CDMH1;t__	Literature	Clostridioides difficile	1496	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Clostridioides;s__Clostridioides difficile;t__	species
Clostridium phage CPD2	NC_048738	2420237	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Guelinviridae;g__Gregsiragusavirus;s__Clostridium virus CPD2;t__	RefSeq	Clostridium perfringens	1502	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium perfringens;t__	species
Clostridium phage CPS1	NC_048661	1983541	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Guelinviridae;g__Gregsiragusavirus;s__Clostridium virus CPS1;t__	RefSeq	Clostridium perfringens	1502	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium perfringens;t__	species
Clostridium phage CPS2	NC_048707	2175605	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Guelinviridae;g__Brucesealvirus;s__Clostridium virus CPS2;t__	RefSeq	Clostridium perfringens ATCC 13124	195103	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium perfringens;t__Clostridium perfringens ATCC 13124	strain
Clostridium phage CpV1	NC_048629	926066	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Guelinviridae;g__Capvunavirus;s__Clostridium virus CpV1;t__	RefSeq	Clostridium perfringens	1502	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium perfringens;t__	species
Clostridium phage phi CD119	NC_007917	2883936	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Lubbockvirus;s__Clostridium virus phiCD119;t__	RefSeq, UniProt	Clostridioides difficile	1496	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Clostridioides;s__Clostridioides difficile;t__	species
Clostridium phage phi24R	NC_019523	1128071	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Guelinviridae;g__Gregsiragusavirus;s__Clostridium virus phi24R;t__	RefSeq	Clostridium perfringens	1502	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium perfringens;t__	species
