host	virus	species_tag	genus_tag
GCF_022494905.1	NC_004302.1	1	1
GCF_022494905.1	NC_002671.1	1	1
GCF_022494905.1	NC_031040.1	1	1
GCF_022494905.1	NC_002703.1	1	1
GCF_022494905.1	NC_056724.1	1	1
GCF_022494905.1	NC_002796.1	1	1
GCF_022494905.1	NC_002747.1	1	1
GCF_022494905.1	NC_004746.1	1	1
GCF_022494905.1	DQ838728.1	1	1
GCF_022494905.1	NC_031017.1	1	1
GCF_022494905.1	NC_049381.1	1	1
GCF_022494905.1	NC_049401.1	1	1
GCF_022494905.1	NC_049475.1	1	1
GCF_022494905.1	NC_049420.1	0	1
GCF_022494905.1	NC_049421.1	0	1
GCF_022494905.1	NC_049416.1	0	1
GCF_022494905.1	NC_049418.1	0	1
GCF_022494905.1	NC_049377.1	1	1
GCF_022494905.1	NC_049422.1	0	1
GCF_022494905.1	NC_049419.1	0	1
GCF_022494905.1	NC_049423.1	0	1
GCF_022494905.1	NC_049363.1	1	1
GCF_022494905.1	NC_049402.1	1	1
GCF_022494905.1	NC_055050.1	0	1
GCF_022494905.1	NC_010576.1	1	1
GCF_022494905.1	NC_049375.1	1	1
GCF_022494905.1	NC_049481.1	1	1
GCF_022494905.1	NC_027341.1	1	1
GCF_022531845.1	NC_029119.1	0	1
GCF_022531845.1	NC_019915.1	1	1
GCF_022557275.1	GQ478087.1	1	1
GCF_022557275.1	MN995824.1	1	1
GCF_022557275.1	NC_013644.1	1	1
GCF_022557275.1	NC_013648.1	1	1
GCF_022557275.1	GQ478082.1	1	1
GCF_022557275.1	GQ478083.1	1	1
GCF_022557275.1	NC_013646.1	1	1
GCF_022557275.1	NC_028671.2	1	1
GCF_900235835.1	NC_024365.1	1	1
GCF_900475035.1	NC_004587.1	1	1
GCF_900475035.1	NC_003157.5	1	1
GCF_900475035.1	NC_004585.1	1	1
GCF_900475035.1	NC_009819.1	0	1
GCF_900475035.1	NC_028700.1	1	1
GCF_900475035.1	NC_004589.1	1	1
GCF_900478385.1	NC_004313.1	1	1
GCF_900478385.1	NC_031940.1	1	1
GCF_900478385.1	NC_019545.1	1	1
GCF_900478385.1	NC_010393.1	1	1
GCF_900478385.1	NC_010391.1	1	1
GCF_902172305.2	NC_001331.1	1	1
GCF_902387845.1	NC_019723.1	0	0
GCF_902387845.1	NC_019711.1	0	0
GCF_902387845.1	NC_001416.1	0	0
GCF_902387845.1	NC_049951.1	0	0
GCF_902387845.1	NC_042057.1	0	0
GCF_000005845.2	NC_049342.1	1	1
GCF_000005845.2	NC_049343.1	1	1
GCF_000005845.2	NC_022749.1	0	0
GCF_000005845.2	NC_001954.1	1	1
GCF_000005845.2	NC_021857.1	0	0
GCF_000005845.2	NC_019445.1	1	1
GCF_000005845.2	KF030445.1	1	1
GCF_000005845.2	NC_049451.1	0	0
GCF_000005845.2	NC_049453.1	0	0
GCF_000005845.2	NC_005344.1	0	0
GCF_000005845.2	AF547987.1	0	0
GCF_000005845.2	NC_002730.1	1	1
GCF_000005845.2	CP000711.1	1	1
GCF_000005845.2	NC_019501.1	1	1
GCF_000005845.2	NC_019719.1	1	1
GCF_000005845.2	NC_004313.1	0	0
GCF_000005845.2	NC_049344.1	1	1
GCF_000005845.2	NC_031940.1	0	0
GCF_000005845.2	NC_041848.1	1	1
GCF_000005845.2	KC618326.1	1	1
GCF_000005845.2	NC_028943.1	1	1
GCF_000005845.2	NC_028696.2	0	0
GCF_000005845.2	NC_049385.1	1	1
GCF_000005845.2	NC_049388.1	1	1
GCF_000005845.2	NC_049386.1	1	1
GCF_000005845.2	NC_049389.1	1	1
GCF_000005845.2	NC_050154.1	1	1
GCF_000005845.2	NC_001895.1	1	1
GCF_000005845.2	AF063097.1	1	1
GCF_000005845.2	NC_055845.1	0	0
GCF_000005845.2	NC_028896.1	1	1
GCF_000005845.2	NC_049390.1	1	1
GCF_000005845.2	NC_055846.1	0	0
GCF_000005845.2	NC_004745.1	0	0
GCF_000005845.2	NC_049387.1	1	1
GCF_000005845.2	NC_055844.1	0	0
GCF_000005845.2	NC_049461.1	1	1
GCF_000005845.2	NC_005056.1	1	1
GCF_000005845.2	NC_049457.1	1	1
GCF_000005845.2	NC_022750.1	1	1
GCF_000005845.2	NC_002167.1	1	1
GCF_000005845.2	NC_019768.1	1	1
GCF_000005845.2	NC_031129.1	0	0
GCF_000006765.1	NC_001331.1	1	1
GCF_000006765.1	NC_042342.1	1	1
GCF_000006765.1	NC_006552.1	1	1
GCF_000006925.2	NC_049342.1	0	0
GCF_000006925.2	NC_049343.1	0	0
GCF_000006925.2	NC_019501.1	0	0
GCF_000006925.2	NC_001954.1	0	0
GCF_000006925.2	NC_003444.1	1	1
GCF_000006925.2	NC_027339.1	1	1
GCF_000006925.2	NC_049451.1	0	0
GCF_000006925.2	NC_049341.1	0	0
GCF_000006925.2	NC_019445.1	0	0
GCF_000006925.2	NC_002730.1	0	0
GCF_000006925.2	NC_049453.1	0	0
GCF_000006925.2	NC_049344.1	0	0
GCF_000006925.2	CP000711.1	0	0
GCF_000006925.2	NC_047875.1	0	0
GCF_000006925.2	NC_050154.1	0	0
GCF_000006925.2	NC_019715.1	0	0
GCF_000006925.2	NC_019767.1	0	0
GCF_000006925.2	NC_019719.1	0	0
GCF_000006925.2	NC_019710.1	0	0
GCF_000006925.2	NC_031129.1	0	0
GCF_000006925.2	NC_042346.1	0	0
GCF_000006925.2	NC_049918.1	0	0
GCF_000006945.2	NC_031946.1	1	1
GCF_000006945.2	NC_004348.1	1	1
GCF_000006945.2	NC_014900.1	1	1
GCF_000006945.2	NC_005841.1	1	1
GCF_000006945.2	NC_002371.2	1	1
GCF_000006945.2	BK000583.1	1	1
GCF_000006945.2	NC_011802.1	1	1
GCF_000006945.2	AF527608.1	1	1
GCF_000006945.2	NC_031019.1	1	1
GCF_000006945.2	NC_030919.1	1	1
GCF_000007125.1	NC_031264.1	1	1
GCF_000007505.1	NC_031264.1	1	1
GCF_000007785.1	NC_029119.1	0	0
GCF_000008865.2	NC_049342.1	1	1
GCF_000008865.2	NC_001954.1	1	1
GCF_000008865.2	NC_049451.1	0	0
GCF_000008865.2	NC_041848.1	1	1
GCF_000008865.2	KC618326.1	1	1
GCF_000008865.2	NC_049453.1	0	0
GCF_000008865.2	NC_028943.1	1	1
GCF_000008865.2	NC_021857.1	0	0
GCF_000008865.2	NC_022749.1	0	0
GCF_000008865.2	NC_003444.1	0	0
GCF_000008865.2	NC_050154.1	1	1
GCF_000008865.2	NC_031129.1	0	0
GCF_000008865.2	NC_042128.1	1	1
GCF_000008865.2	NC_005856.1	1	1
GCF_000009485.1	NC_015265.1	1	1
GCF_000009645.1	NC_029119.1	0	1
GCF_000009885.1	NC_049451.1	1	1
GCF_000009885.1	NC_049453.1	1	1
GCF_000009885.1	NC_042128.1	0	0
GCF_000009885.1	NC_049341.1	0	0
GCF_000009885.1	NC_049448.1	1	1
GCF_000009885.1	NC_049344.1	0	0
GCF_000009885.1	NC_049342.1	0	0
GCF_000009885.1	NC_049450.1	1	1
GCF_000009885.1	NC_049454.1	1	1
GCF_000009885.1	NC_002166.1	0	0
GCF_000009885.1	NC_049951.1	0	0
GCF_000009885.1	NC_022749.1	0	0
GCF_000009885.1	NC_031129.1	0	0
GCF_000009885.1	NC_005856.1	0	0
GCF_000011065.1	NC_016770.1	0	1
GCF_000011125.1	NC_028256.1	1	1
GCF_000011125.1	NC_028268.1	1	1
GCF_000011925.1	NC_029119.1	1	1
GCF_000011925.1	KF030445.1	0	0
GCF_000012045.1	NC_029119.1	0	1
GCF_000013425.1	NC_007045.1	1	1
GCF_000013425.1	NC_005856.1	0	0
GCF_000013425.1	NC_042128.1	0	0
GCF_000014365.2	NC_022791.1	1	1
GCF_000014365.2	NC_030946.1	1	1
GCF_000014365.2	NC_031942.1	1	1
GCF_000014365.2	NC_031920.1	1	1
GCF_000014365.2	NC_031923.1	1	1
GCF_000014465.1	NC_047983.1	1	1
GCF_000014625.1	NC_030940.1	1	1
GCF_000017765.1	NC_049343.1	1	1
GCF_000017765.1	NC_001954.1	1	1
GCF_000017765.1	NC_019445.1	1	1
GCF_000017765.1	NC_049451.1	0	0
GCF_000017765.1	NC_049453.1	0	0
GCF_000017765.1	NC_049344.1	1	1
GCF_000017765.1	NC_050154.1	1	1
GCF_000017765.1	NC_028656.1	1	1
GCF_000018725.1	NC_031264.1	1	1
GCF_000022745.1	NC_031264.1	1	1
GCF_000023765.2	NC_019549.1	1	1
GCF_000023765.2	NC_019550.1	1	1
GCF_000023765.2	JF773396.1	1	1
GCF_000026185.1	NC_028696.2	0	0
GCF_000026185.1	NC_005344.1	0	0
GCF_000026185.1	AF547987.1	0	0
GCF_000026185.1	NC_021857.1	0	0
GCF_000026745.1	KC348603.1	1	1
GCF_000026745.1	KC348599.1	1	1
GCF_000027065.2	NC_049451.1	0	0
GCF_000027065.2	NC_049453.1	0	0
GCF_000054005.1	NC_031264.1	1	1
GCF_000069025.1	NC_054953.1	1	1
GCF_000069025.1	NC_052650.1	1	1
GCF_000146265.3	NC_004827.1	1	1
GCF_000146265.3	NC_013597.1	1	1
GCF_000160895.1	NC_004821.1	1	1
GCF_000160895.1	NC_018085.1	0	1
GCF_000160895.1	NC_048633.1	1	1
GCF_000160895.1	NC_018277.1	0	0
GCF_000160895.1	NC_025424.1	0	1
GCF_000178935.2	NC_019931.1	1	1
GCF_000178935.2	NC_016568.1	1	1
GCF_000193455.1	CP008753.1	1	1
GCF_000193455.1	JX681814.1	1	1
GCF_000193455.1	NC_007145.2	1	1
GCF_000193455.1	NC_009234.1	0	1
GCF_000193455.1	NC_009236.1	1	1
GCF_000193455.1	NC_055911.1	1	1
GCF_000193455.1	NC_015266.1	0	1
GCF_000196095.1	NC_002363.1	1	1
GCF_000196095.1	NC_002362.1	1	1
GCF_000196095.1	NC_005949.1	1	1
GCF_000196095.1	NC_005948.1	1	1
GCF_000211255.2	NC_013696.1	1	1
GCF_000220485.1	NC_049451.1	1	1
GCF_000220485.1	NC_042128.1	0	0
GCF_000220485.1	NC_049450.1	1	1
GCF_000220485.1	NC_002166.1	0	0
GCF_000220485.1	NC_049951.1	0	0
GCF_000220485.1	NC_022749.1	0	0
GCF_000220485.1	NC_031129.1	0	0
GCF_000220485.1	NC_005856.1	0	0
GCF_000221005.1	NC_031264.1	1	1
GCF_000222975.1	NC_018843.1	0	0
GCF_000223905.1	NC_047928.1	1	1
GCF_000223905.1	NC_047943.1	1	1
GCF_000231865.1	KC348603.1	1	1
GCF_000231905.1	KC348598.1	1	1
GCF_000231905.1	KC348602.1	1	1
GCF_000231905.1	KC348599.1	1	1
GCF_000231925.1	KC348603.1	1	1
GCF_000231925.1	KC348599.1	1	1
GCF_000238455.2	NC_041848.1	0	0
GCF_000238455.2	KC618326.1	0	0
GCF_000238455.2	NC_028943.1	0	0
GCF_000238455.2	NC_031946.1	1	1
GCF_000238455.2	NC_004348.1	1	1
GCF_000238455.2	NC_014900.1	1	1
GCF_000238455.2	NC_005841.1	1	1
GCF_000238455.2	NC_002371.2	1	1
GCF_000238455.2	BK000583.1	1	1
GCF_000238455.2	NC_011802.1	1	1
GCF_000238455.2	AF527608.1	1	1
GCF_000238455.2	NC_031019.1	1	1
GCF_000238455.2	NC_030919.1	1	1
GCF_000238455.2	NC_022749.1	0	0
GCF_000240185.1	NC_042128.1	0	0
GCF_000240185.1	NC_049450.1	1	1
GCF_000240185.1	NC_022749.1	0	0
GCF_000240185.1	NC_005856.1	0	0
GCF_000258145.1	NC_001954.1	1	1
GCF_000258145.1	NC_019445.1	1	1
GCF_000258145.1	NC_049451.1	0	0
GCF_000258145.1	NC_049453.1	0	0
GCF_000264765.2	NC_031129.1	0	0
GCF_000270005.1	NC_019512.1	1	1
GCF_000270005.1	NC_016568.1	1	1
GCF_000270025.1	NC_019931.1	1	1
GCF_000270045.1	NC_019512.1	1	1
GCF_000281535.2	NC_042128.1	0	0
GCF_000281535.2	NC_049451.1	1	1
GCF_000281535.2	NC_042057.1	0	0
GCF_000281535.2	NC_002166.1	0	0
GCF_000281535.2	NC_049951.1	0	0
GCF_000281535.2	NC_049450.1	1	1
GCF_000281535.2	NC_005856.1	0	0
GCF_000281535.2	NC_022749.1	0	0
GCF_000281535.2	KF030445.1	0	0
GCF_000281535.2	NC_031129.1	0	0
GCF_000281535.2	NC_027984.1	0	0
GCF_000281535.2	NC_049925.1	0	0
GCF_000281535.2	NC_049922.1	0	0
GCF_000305335.2	NC_023503.1	0	1
GCF_000354175.2	NC_005949.1	0	1
GCF_000354175.2	NC_005948.1	0	1
GCF_000354175.2	NC_002363.1	0	1
GCF_000354175.2	NC_002362.1	0	1
GCF_000364745.1	NC_009986.1	1	1
GCF_000364745.1	NC_011217.1	1	1
GCF_000478385.1	KF030445.1	0	0
GCF_000493675.1	NC_005841.1	1	1
GCF_000493675.1	NC_011802.1	1	1
GCF_000493675.1	NC_014900.1	1	1
GCF_000493675.1	NC_042346.1	1	1
GCF_000493675.1	NC_004348.1	1	1
GCF_000493675.1	NC_013059.1	1	1
GCF_000493675.1	NC_031019.1	1	1
GCF_000493675.1	NC_011976.1	1	1
GCF_000493675.1	NC_030919.1	1	1
GCF_000493675.1	NC_031946.1	1	1
GCF_000493675.1	NC_002371.2	1	1
GCF_000493675.1	BK000583.1	1	1
GCF_000493675.1	AF527608.1	1	1
GCF_000493675.1	NC_047875.1	1	1
GCF_000493675.1	NC_028696.2	1	1
GCF_000493675.1	NC_006949.1	1	1
GCF_000493675.1	NC_019714.1	0	0
GCF_000493675.1	NC_019767.1	0	0
GCF_000493675.1	NC_002167.1	0	0
GCF_000493675.1	NC_019705.1	0	0
GCF_000493675.1	NC_019720.1	0	0
GCF_000493675.1	NC_019501.1	0	0
GCF_000493675.1	NC_049944.1	0	0
GCF_000493675.1	NC_049943.1	0	0
GCF_000493675.1	NC_049945.1	0	0
GCF_000493675.1	NC_011356.1	0	0
GCF_000493675.1	NC_011357.1	0	0
GCF_000493675.1	NC_049919.1	0	0
GCF_000493675.1	CP000711.1	0	0
GCF_000493675.1	NC_019708.1	0	0
GCF_000493675.1	NC_049926.1	0	0
GCF_000493675.1	NC_049947.1	0	0
GCF_000493675.1	NC_049953.1	0	0
GCF_000493675.1	NC_049955.1	0	0
GCF_000493675.1	NC_049949.1	0	0
GCF_000493675.1	NC_049954.1	0	0
GCF_000493675.1	NC_009514.1	0	0
GCF_000493675.1	NC_049948.1	0	0
GCF_000493675.1	NC_049946.1	0	0
GCF_000496605.2	NC_031129.1	0	0
GCF_000496605.2	NC_042342.1	1	1
GCF_000496605.2	NC_006552.1	1	1
GCF_000504565.1	NC_047928.1	1	1
GCF_000504565.1	NC_047943.1	1	1
GCF_000698785.1	FR725450.1	1	1
GCF_000717535.1	NC_006945.1	1	1
GCF_000717535.1	AJ536073.2	1	1
GCF_000756125.1	NC_009235.2	1	1
GCF_000756125.1	NC_005284.1	1	1
GCF_000756125.1	NC_003309.1	0	1
GCF_000756125.1	NC_009236.1	1	1
GCF_000756125.1	NC_055911.1	1	1
GCF_000756125.1	CP008753.1	1	1
GCF_000756125.1	JX681814.1	1	1
GCF_000756125.1	NC_007145.2	1	1
GCF_000756125.1	NC_009234.1	0	1
GCF_000756125.1	NC_015266.1	0	1
GCF_000756185.1	NC_009235.2	1	1
GCF_000756185.1	NC_009234.1	0	1
GCF_000756185.1	NC_009236.1	1	1
GCF_000756185.1	NC_003309.1	0	1
GCF_000756185.1	NC_055911.1	1	1
GCF_000756185.1	CP008753.1	1	1
GCF_000756185.1	JX681814.1	1	1
GCF_000756185.1	NC_007145.2	1	1
GCF_000756185.1	NC_015266.1	0	1
GCF_000756185.1	NC_005284.1	1	1
GCF_000767605.1	NC_026589.1	1	1
GCF_000767605.1	NC_004683.1	1	1
GCF_000800845.1	NC_019445.1	1	1
GCF_000800845.1	NC_049341.1	1	1
GCF_000800845.1	NC_022750.1	1	1
GCF_000800845.1	NC_049344.1	1	1
GCF_000800845.1	NC_049451.1	0	0
GCF_000800845.1	NC_049453.1	0	0
GCF_000800845.1	NC_028449.1	1	1
GCF_000800845.1	NC_050154.1	1	1
GCF_000800845.1	NC_042128.1	1	1
GCF_000800845.1	NC_005856.1	1	1
GCF_000834295.1	NC_022750.1	0	0
GCF_000959285.1	NC_009235.2	1	1
GCF_000959285.1	NC_005284.1	1	1
GCF_000959285.1	NC_003309.1	0	1
GCF_001173525.2	NC_001954.1	0	0
GCF_001173525.2	NC_031946.1	1	1
GCF_001173525.2	NC_002371.2	1	1
GCF_001173525.2	BK000583.1	1	1
GCF_001173525.2	AF527608.1	1	1
GCF_001173525.2	NC_031019.1	1	1
GCF_001173525.2	NC_030919.1	1	1
GCF_001173525.2	NC_014900.1	1	1
GCF_001173525.2	NC_005841.1	1	1
GCF_001173525.2	NC_011802.1	1	1
GCF_001277195.1	NC_049451.1	0	0
GCF_001277195.1	NC_049453.1	0	0
GCF_001277215.2	NC_049451.1	0	0
GCF_001277215.2	NC_049453.1	0	0
GCF_001277235.1	NC_049451.1	0	0
GCF_001277235.1	NC_049453.1	0	0
GCF_001558935.2	NC_049451.1	0	0
GCF_001558935.2	NC_049453.1	0	0
GCF_001558935.2	NC_022749.1	0	0
GCF_001558935.2	NC_042128.1	0	0
GCF_001558935.2	NC_005856.1	0	0
GCF_001559615.2	NC_049343.1	1	1
GCF_001559615.2	NC_048164.1	1	1
GCF_001559615.2	NC_001954.1	1	1
GCF_001559615.2	JX000007.1	0	0
GCF_001559615.2	NC_001604.1	1	1
GCF_001559615.2	NC_004777.1	0	0
GCF_001559615.2	JQ965701.1	0	0
GCF_001559615.2	NC_048082.1	1	1
GCF_001559615.2	NC_048078.1	1	1
GCF_001559615.2	NC_011045.1	1	1
GCF_001559615.2	NC_027387.1	1	1
GCF_001559615.2	NC_048079.1	1	1
GCF_001559615.2	NC_048004.1	0	0
GCF_001559615.2	NC_031114.1	1	1
GCF_001559615.2	NC_047940.1	0	0
GCF_001559615.2	MT350293.1	0	0
GCF_001559615.2	NC_048163.1	1	1
GCF_001559615.2	NC_047939.1	0	0
GCF_001559615.2	NC_019445.1	1	1
GCF_001559615.2	NC_049451.1	0	0
GCF_001559615.2	NC_049453.1	0	0
GCF_001559615.2	NC_028696.2	0	0
GCF_001559615.2	NC_005344.1	0	0
GCF_001559615.2	AF547987.1	0	0
GCF_001559615.2	NC_021857.1	0	0
GCF_001559615.2	NC_049344.1	1	1
GCF_001559615.2	CP000711.1	1	1
GCF_001559615.2	NC_050154.1	1	1
GCF_001559615.2	NC_005841.1	0	0
GCF_001559615.2	NC_028656.1	1	1
GCF_001559615.2	NC_002166.1	1	1
GCF_001559615.2	NC_031129.1	0	0
GCF_001611955.1	NC_048636.1	0	1
GCF_001611955.1	NC_025460.1	0	1
GCF_001611955.1	NC_029119.1	0	1
GCF_001718895.1	NC_015265.1	1	1
GCF_001718895.1	NC_015266.1	0	1
GCF_001941405.1	NC_028699.1	1	1
GCF_001941405.1	NC_002730.1	0	0
GCF_001941405.1	NC_019719.1	0	0
GCF_001941405.1	NC_010393.1	1	1
GCF_001941405.1	NC_002166.1	0	0
GCF_001941405.1	NC_019711.1	0	0
GCF_001941405.1	NC_019723.1	0	0
GCF_001941405.1	NC_004913.3	0	0
GCF_001941405.1	KJ909655.1	0	0
GCF_001941405.1	NC_010391.1	1	1
GCF_001941405.1	NC_010392.1	1	1
GCF_002079225.1	NC_049342.1	1	1
GCF_002079225.1	NC_049343.1	1	1
GCF_002079225.1	NC_001954.1	1	1
GCF_002079225.1	NC_019445.1	1	1
GCF_002079225.1	NC_049451.1	0	0
GCF_002079225.1	NC_049453.1	0	0
GCF_002079225.1	NC_042057.1	1	1
GCF_002079225.1	NC_011357.1	1	1
GCF_002079225.1	NC_011356.1	1	1
GCF_002079225.1	NC_003444.1	0	0
GCF_002079225.1	NC_049953.1	1	1
GCF_002079225.1	NC_019716.1	1	1
GCF_002079225.1	NC_049344.1	1	1
GCF_002079225.1	NC_028696.2	0	0
GCF_002079225.1	NC_004813.1	1	1
GCF_002079225.1	NC_028656.1	1	1
GCF_002079225.1	NC_022749.1	0	0
GCF_002079225.1	NC_041935.1	1	1
GCF_002079225.1	NC_005344.1	0	0
GCF_002079225.1	AF547987.1	0	0
GCF_002079225.1	NC_021857.1	0	0
GCF_002079225.1	NC_050154.1	1	1
GCF_002079225.1	NC_049942.1	1	1
GCF_002079225.1	NC_049923.1	1	1
GCF_002079225.1	NC_049943.1	1	1
GCF_002079225.1	NC_049945.1	1	1
GCF_002079225.1	NC_049941.1	1	1
GCF_002079225.1	NC_049922.1	1	1
GCF_002079225.1	NC_004914.3	1	1
GCF_002079225.1	NC_028449.1	1	1
GCF_002079225.1	NC_019723.1	1	1
GCF_002079225.1	NC_019711.1	1	1
GCF_002079225.1	NC_001416.1	1	1
GCF_002079225.1	NC_042128.1	1	1
GCF_002079225.1	NC_005856.1	1	1
GCF_002216815.1	JF773396.1	1	1
GCF_002216815.1	NC_019550.1	1	1
GCF_002216815.1	NC_019549.1	1	1
GCF_002265865.2	NC_049449.1	0	0
GCF_002265865.2	NC_047818.1	0	0
GCF_002265865.2	NC_049452.1	0	0
GCF_002265865.2	NC_019488.1	1	1
GCF_002265865.2	NC_049342.1	0	0
GCF_002265865.2	NC_004348.1	1	1
GCF_002265865.2	NC_031946.1	1	1
GCF_002265865.2	NC_014900.1	1	1
GCF_002265865.2	NC_005841.1	1	1
GCF_002265865.2	NC_011802.1	1	1
GCF_002265865.2	NC_002371.2	1	1
GCF_002265865.2	BK000583.1	1	1
GCF_002265865.2	AF527608.1	1	1
GCF_002265865.2	NC_031019.1	1	1
GCF_002265865.2	NC_030919.1	1	1
GCF_002266085.2	NC_011802.1	1	1
GCF_002266085.2	NC_005841.1	1	1
GCF_002266085.2	NC_014900.1	1	1
GCF_002266085.2	NC_042346.1	1	1
GCF_002266085.2	NC_011976.1	1	1
GCF_002266085.2	NC_013059.1	1	1
GCF_002266085.2	NC_031019.1	1	1
GCF_002266085.2	NC_030919.1	1	1
GCF_002266085.2	NC_047875.1	1	1
GCF_002266085.2	NC_031946.1	1	1
GCF_002266085.2	NC_002371.2	1	1
GCF_002266085.2	BK000583.1	1	1
GCF_002266085.2	AF527608.1	1	1
GCF_002266085.2	NC_028696.2	1	1
GCF_002266085.2	NC_006949.1	1	1
GCF_002266085.2	NC_016160.1	0	0
GCF_002266085.2	NC_019501.1	0	0
GCF_002266085.2	NC_002730.1	0	0
GCF_002266085.2	NC_005344.1	0	0
GCF_002266085.2	AF547987.1	0	0
GCF_002266085.2	NC_019714.1	0	0
GCF_002266085.2	NC_002167.1	0	0
GCF_002266085.2	NC_019767.1	0	0
GCF_002266085.2	CP000711.1	0	0
GCF_002266085.2	NC_019720.1	0	0
GCF_002266085.2	NC_027398.1	0	0
GCF_002266085.2	NC_019769.1	0	0
GCF_002266085.2	NC_019705.1	0	0
GCF_002266085.2	NC_019715.1	0	0
GCF_002266085.2	NC_049926.1	0	0
GCF_002266085.2	NC_019710.1	0	0
GCF_002266085.2	NC_019768.1	0	0
GCF_002266085.2	NC_019706.1	0	0
GCF_002266085.2	NC_049955.1	0	0
GCF_002266085.2	NC_011356.1	0	0
GCF_002266085.2	NC_049944.1	0	0
GCF_002266085.2	NC_049949.1	0	0
GCF_002266085.2	NC_049947.1	0	0
GCF_002266085.2	NC_049954.1	0	0
GCF_002266085.2	NC_049953.1	0	0
GCF_002266085.2	NC_049952.1	0	0
GCF_002266085.2	NC_049943.1	0	0
GCF_002266085.2	NC_049945.1	0	0
GCF_002266085.2	NC_049948.1	0	0
GCF_002266085.2	NC_049919.1	0	0
GCF_002266085.2	NC_011357.1	0	0
GCF_002285575.1	NC_042128.1	0	0
GCF_002386165.1	NC_004348.1	1	1
GCF_002386165.1	NC_014900.1	1	1
GCF_002386165.1	NC_042346.1	1	1
GCF_002386165.1	NC_005841.1	1	1
GCF_002386165.1	NC_011802.1	1	1
GCF_002386165.1	NC_030919.1	1	1
GCF_002386165.1	NC_013059.1	1	1
GCF_002386165.1	NC_031946.1	1	1
GCF_002386165.1	NC_031019.1	1	1
GCF_002386165.1	NC_011976.1	1	1
GCF_002386165.1	NC_002371.2	1	1
GCF_002386165.1	BK000583.1	1	1
GCF_002386165.1	AF527608.1	1	1
GCF_002386165.1	NC_047875.1	1	1
GCF_002386165.1	NC_001954.1	0	0
GCF_002386165.1	NC_028696.2	1	1
GCF_002386165.1	NC_016160.1	0	0
GCF_002386165.1	NC_002730.1	0	0
GCF_002386165.1	NC_019501.1	0	0
GCF_002386165.1	NC_019719.1	0	0
GCF_002386165.1	NC_019769.1	0	0
GCF_002386165.1	NC_019715.1	0	0
GCF_002386165.1	NC_019708.1	0	0
GCF_002386165.1	NC_019705.1	0	0
GCF_002386165.1	NC_049926.1	0	0
GCF_002386165.1	NC_019768.1	0	0
GCF_002386165.1	NC_005344.1	0	0
GCF_002386165.1	AF547987.1	0	0
GCF_002386165.1	NC_002166.1	0	0
GCF_002386165.1	NC_019711.1	0	0
GCF_002386165.1	NC_019706.1	0	0
GCF_002386165.1	NC_019723.1	0	0
GCF_002386165.1	NC_002167.1	0	0
GCF_002386165.1	NC_019710.1	0	0
GCF_002386165.1	NC_019709.1	0	0
GCF_002386165.1	NC_006949.1	1	1
GCF_002386165.1	NC_004913.3	0	0
GCF_002386165.1	NC_008464.1	0	0
GCF_002386165.1	NC_000902.1	0	0
GCF_002386165.1	KJ909655.1	0	0
GCF_002386165.1	NC_019545.1	1	1
GCF_002386165.1	NC_004914.3	0	0
GCF_002386165.1	NC_019767.1	0	0
GCF_002386165.1	CP000711.1	0	0
GCF_002386165.1	NC_027398.1	0	0
GCF_002386165.1	NC_019714.1	0	0
GCF_002386165.1	NC_019720.1	0	0
GCF_002386165.1	NC_049951.1	0	0
GCF_002386165.1	NC_042057.1	0	0
GCF_002386165.1	NC_001416.1	0	0
GCF_002386165.1	NC_049454.1	0	0
GCF_002386165.1	NC_049952.1	0	0
GCF_002386165.1	NC_049448.1	0	0
GCF_002386165.1	NC_049955.1	0	0
GCF_002386165.1	NC_049949.1	0	0
GCF_002386165.1	NC_049947.1	0	0
GCF_002386165.1	NC_049954.1	0	0
GCF_002386165.1	NC_049953.1	0	0
GCF_002386165.1	NC_049948.1	0	0
GCF_002850695.3	NC_031129.1	0	0
GCF_002850695.3	NC_042128.1	0	0
GCF_002850695.3	NC_005856.1	0	0
GCF_002853115.2	NC_049451.1	1	1
GCF_002853115.2	NC_049453.1	1	1
GCF_002853115.2	NC_042128.1	0	0
GCF_002853115.2	NC_049448.1	1	1
GCF_002853115.2	NC_049450.1	1	1
GCF_002853115.2	NC_049454.1	1	1
GCF_002853115.2	NC_002166.1	0	0
GCF_002853115.2	NC_049951.1	0	0
GCF_002853115.2	NC_022749.1	0	0
GCF_002853115.2	NC_031129.1	0	0
GCF_002853115.2	NC_005856.1	0	0
GCF_002905815.2	NC_024365.1	1	1
GCF_003054475.1	NC_048756.1	1	1
GCF_003054475.1	NC_048757.1	1	1
GCF_003054475.1	NC_048637.1	1	1
GCF_003204135.1	NC_042128.1	0	0
GCF_003516125.1	NC_049451.1	0	0
GCF_003516125.1	NC_049453.1	0	0
GCF_003516125.1	NC_018843.1	0	0
GCF_003595305.1	NC_021862.1	0	1
GCF_003606225.1	NC_005841.1	1	1
GCF_003606225.1	NC_011802.1	1	1
GCF_003606225.1	NC_014900.1	1	1
GCF_003606225.1	NC_004348.1	1	1
GCF_003606225.1	NC_042346.1	1	1
GCF_003606225.1	NC_013059.1	1	1
GCF_003606225.1	NC_031019.1	1	1
GCF_003606225.1	NC_030919.1	1	1
GCF_003606225.1	NC_011976.1	1	1
GCF_003606225.1	NC_031946.1	1	1
