viral_acc	virus_name	report_host	corrected_name	find_name	gcfs	new_gcf	assembly_category	assembly_level	tax_ranks
NC_022970	Pseudomonas phage PAK_P3	Pseudomonas aeruginosa PAK	Pseudomonas aeruginosa PAK	Pseudomonas aeruginosa PAK	['GCF_902172305.2', 'GCF_902172305.1', 'GCF_000568855.2']	GCF_902172305.2	Unreference	Complete Genome	strain
NC_022986	Pseudomonas phage PAK_P4	Pseudomonas aeruginosa PAK	Pseudomonas aeruginosa PAK	Pseudomonas aeruginosa PAK	['GCF_902172305.2', 'GCF_902172305.1', 'GCF_000568855.2']	GCF_902172305.2	Unreference	Complete Genome	strain
NC_022966	Pseudomonas phage PAK_P5	Pseudomonas aeruginosa PAK	Pseudomonas aeruginosa PAK	Pseudomonas aeruginosa PAK	['GCF_902172305.2', 'GCF_902172305.1', 'GCF_000568855.2']	GCF_902172305.2	Unreference	Complete Genome	strain
NC_013638	Pseudomonas phage phi-2	Pseudomonas fluorescens SBW25	Pseudomonas fluorescens SBW25	Pseudomonas fluorescens SBW25	['GCF_000009225.2']	GCF_000009225.2	Unreference	Complete Genome	strain
NC_042092	Pseudomonas phage tabernarius	Pseudomonas syringae pv. avii	Pseudomonas syringae pv. avii	Pseudomonas syringae pv. avii	['GCF_900235835.1']	GCF_900235835.1	Unreference	Complete Genome	no rank
NC_031104	Pseudomonas phage vB_PaeP_MAG4	Pseudomonas aeruginosa PA21	Pseudomonas aeruginosa PA21	Pseudomonas aeruginosa PA21	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome	
NC_009818	Pseudomonas virus MP22	Pseudomonas aeruginosa UCBPP-PA14	Pseudomonas aeruginosa UCBPP-PA14	Pseudomonas aeruginosa UCBPP-PA14	['GCF_000014625.1']	GCF_000014625.1	Unreference	Complete Genome	strain
NC_021864	Puniceispirillum phage HMO-2011	Candidatus Puniceispirillum marinum IMCC1322	Candidatus Puniceispirillum marinum IMCC1322	Candidatus Puniceispirillum marinum IMCC1322	['GCF_000024465.1']	GCF_000024465.1	Represent	Complete Genome	strain
NC_025429	Rhizobium phage vB_RleM_P10VF	Rhizobium leguminosarum biovar viciae VF39	Rhizobium leguminosarum biovar viciae VF39	Rhizobium leguminosarum biovar viciae VF39	['GCF_000427765.1']	GCF_000427765.1	Unreference	Scaffold	
NC_023502	Rhizobium phage vB_RleS_L338C	Rhizobium leguminosarum biovar viciae 3841	Rhizobium leguminosarum biovar viciae 3841	Rhizobium leguminosarum biovar viciae 3841	['GCF_000009265.1']	GCF_000009265.1	Unreference	Complete Genome	
NC_042049	Rhodobacter phage RcCronus	Rhodobacter capsulatus YW1	Rhodobacter capsulatus YW1	Rhodobacter capsulatus YW1	['GCF_000506525.2', 'GCF_000506525.1']	GCF_000506525.2	Unreference	Scaffold	strain
NC_028954	Rhodobacter phage RcRhea	Rhodobacter capsulatus YW1	Rhodobacter capsulatus YW1	Rhodobacter capsulatus YW1	['GCF_000506525.2', 'GCF_000506525.1']	GCF_000506525.2	Unreference	Scaffold	strain
NC_041963	Rhodobacter phage RcSpartan	Rhodobacter capsulatus YW1	Rhodobacter capsulatus YW1	Rhodobacter capsulatus YW1	['GCF_000506525.2', 'GCF_000506525.1']	GCF_000506525.2	Unreference	Scaffold	strain
NC_029097	Rhodobacter phage RcTitan	Rhodobacter capsulatus YW1	Rhodobacter capsulatus YW1	Rhodobacter capsulatus YW1	['GCF_000506525.2', 'GCF_000506525.1']	GCF_000506525.2	Unreference	Scaffold	strain
NC_031059	Rhodovulum phage vB_RhkS_P1	Rhodovulum sp. P5	Rhodovulum sp. P5	Rhodovulum sp. P5	['GCF_002079305.1']	GCF_002079305.1	Unreference	Complete Genome	species
NC_025428	Ruegeria phage DSS3-P1	Ruegeria pomeroyi DSS-3	Ruegeria pomeroyi DSS-3	Ruegeria pomeroyi DSS-3	['GCF_000011965.2']	GCF_000011965.2	Represent	Complete Genome	strain
NC_042348	Salinibacter virus M1EM-1	Salinibacter ruber M1	Salinibacter ruber M1	Salinibacter ruber M1	['GCF_003491425.1']	GCF_003491425.1	Unreference	Complete Genome	
NC_042352	Salinibacter virus M31CR41-2	Salinibacter ruber M31	Salinibacter ruber M31	Salinibacter ruber M31	['GCF_000013045.1']	GCF_000013045.1	Unreference	Complete Genome	
NC_042349	Salinibacter virus M8CC-19	Salinibacter ruber M8	Salinibacter ruber M8	Salinibacter ruber M8	['GCF_000090405.2']	GCF_000090405.2	Unreference	Complete Genome	strain
NC_042350	Salinibacter virus M8CR30-2	Salinibacter ruber M8	Salinibacter ruber M8	Salinibacter ruber M8	['GCF_000090405.2']	GCF_000090405.2	Unreference	Complete Genome	strain
NC_042351	Salinibacter virus M8CRM-1	Salinibacter ruber M8	Salinibacter ruber M8	Salinibacter ruber M8	['GCF_000090405.2']	GCF_000090405.2	Unreference	Complete Genome	strain
NC_026607	Salmonella phage STP4-a	Salmonella Typhimurium ATCC 14028	Salmonella Typhimurium ATCC 14028	Salmonella Typhimurium ATCC 14028	['GCF_016864495.1', 'GCF_003864015.1']	GCF_016864495.1	Unreference	Complete Genome	
NC_041996	Serratia phage CHI14	Serratia sp. ATCC 39006	Serratia sp. ATCC 39006	Serratia sp. ATCC 39006	['GCF_000463345.2', 'GCF_002847015.1']	GCF_000463345.2	Unreference	Complete Genome	species
NC_029120	Shigella phage 75/02 Stx	Shigella sonnei 75/02	Shigella sonnei 75/02	Shigella sonnei 75/02	['GCF_002150905.1']	GCF_002150905.1	Unreference	Complete Genome	
NC_023589	Shigella phage pSb-1	Shigella boydii ATCC 35966	Shigella boydii ATCC 35966	Shigella boydii ATCC 35966	['GCF_002968175.1']	GCF_002968175.1	Unreference	Scaffold	
NC_021331	Shigella phage pSf-1	Shigella flexneri ATCC 12022	Shigella flexneri ATCC 12022	Shigella flexneri ATCC 12022	['GCF_000754175.1']	GCF_000754175.1	Unreference	Scaffold	
NC_026010	Shigella phage pSf-2	Shigella flexneri ATCC 12022	Shigella flexneri ATCC 12022	Shigella flexneri ATCC 12022	['GCF_000754175.1']	GCF_000754175.1	Unreference	Scaffold	
NC_012697	Silicibacter phage DSS3phi2	Ruegeria pomeroyi DSS-3	Ruegeria pomeroyi DSS-3	Ruegeria pomeroyi DSS-3	['GCF_000011965.2']	GCF_000011965.2	Represent	Complete Genome	strain
NC_007902	Sodalis phage phiSG1	Sodalis glossinidius str. 'morsitans'	Sodalis glossinidius str. 'morsitans'	Sodalis glossinidius str. 'morsitans'	['GCF_900004845.1', 'GCF_000010085.1']	GCF_900004845.1	Unreference	Complete Genome	strain
NC_025426	Staphylococcus phage P108	Staphylococcus aureus XN108	Staphylococcus aureus XN108	Staphylococcus aureus XN108	['GCF_000709475.1']	GCF_000709475.1	Unreference	Complete Genome	
NC_029010	Staphylococcus phage SA97	Staphylococcus aureus RN4220	Staphylococcus aureus RN4220	Staphylococcus aureus RN4220	['GCF_018732165.1']	GCF_018732165.1	Unreference	Complete Genome	no rank
NC_004615	Staphylococcus virus 11	Staphylococcus aureus subsp. aureus NCTC 8325	Staphylococcus aureus subsp. aureus NCTC 8325	Staphylococcus aureus subsp. aureus NCTC 8325	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	strain
NC_004617	Staphylococcus virus 13	Staphylococcus aureus subsp. aureus NCTC 8325	Staphylococcus aureus subsp. aureus NCTC 8325	Staphylococcus aureus subsp. aureus NCTC 8325	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	strain
NC_004616	Staphylococcus virus phi12	Staphylococcus aureus subsp. aureus NCTC 8325	Staphylococcus aureus subsp. aureus NCTC 8325	Staphylococcus aureus subsp. aureus NCTC 8325	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	strain
NC_022791	Streptococcus phage phiBHN167	Streptococcus pneumoniae BHN167	Streptococcus pneumoniae BHN167	Streptococcus pneumoniae BHN167	['GCF_001154345.1']	GCF_001154345.1	Unreference	Scaffold	
NC_021868	Streptococcus phage SPQS1	Streptococcus pneumoniae D39	Streptococcus pneumoniae D39	Streptococcus pneumoniae D39	['GCF_000014365.2', 'GCF_000014365.1']	GCF_000014365.2	Unreference	Complete Genome	strain
NC_028904	Streptomyces phage Amela	Streptomyces venezuelae ATCC 10712	Streptomyces venezuelae ATCC 10712	Streptomyces venezuelae ATCC 10712	['GCF_008639165.1']	GCF_008639165.1	Unreference	Complete Genome	strain
NC_041860	Streptomyces phage Danzina	Streptomyces venezuelae ATCC 10712	Streptomyces venezuelae ATCC 10712	Streptomyces venezuelae ATCC 10712	['GCF_008639165.1']	GCF_008639165.1	Unreference	Complete Genome	strain
NC_028827	Streptomyces phage Lannister	Streptomyces venezuelae ATCC 10712	Streptomyces venezuelae ATCC 10712	Streptomyces venezuelae ATCC 10712	['GCF_008639165.1']	GCF_008639165.1	Unreference	Complete Genome	strain
NC_029005	Streptomyces phage phiSAJS1	Streptomyces avermitilis ATCC 31267	Streptomyces avermitilis ATCC 31267	Streptomyces avermitilis ATCC 31267	['GCF_000009765.2']	GCF_000009765.2	Represent	Complete Genome	
NC_012696	Sulfitobacter phage EE36phi1	Sulfitobacter sp. EE-36	Sulfitobacter sp. EE-36	Sulfitobacter sp. EE-36	['GCF_000152605.1']	GCF_000152605.1	Unreference	Scaffold	species
NC_027299	Sulfitobacter phage NYA-2014a	Sulfitobacter sp. CB2047	Sulfitobacter sp. CB2047	Sulfitobacter sp. CB2047	['GCF_000735125.2']	GCF_000735125.2	Unreference	Complete Genome	species
NC_020858	Sulfitobacter phage pCB2047-A	Sulfitobacter sp. CB2047	Sulfitobacter sp. CB2047	Sulfitobacter sp. CB2047	['GCF_000735125.2']	GCF_000735125.2	Unreference	Complete Genome	species
NC_020856	Sulfitobacter phage pCB2047-C	Sulfitobacter sp. CB2047	Sulfitobacter sp. CB2047	Sulfitobacter sp. CB2047	['GCF_000735125.2']	GCF_000735125.2	Unreference	Complete Genome	species
NC_020862	Sulfitobacter phage phiCB2047-B	Sulfitobacter sp. CB2047	Sulfitobacter sp. CB2047	Sulfitobacter sp. CB2047	['GCF_000735125.2']	GCF_000735125.2	Unreference	Complete Genome	species
NC_023587	Synechococcus phage ACG-2014h	Synechococcus sp. WH7803	Synechococcus sp. WH7803	Synechococcus sp. WH7803	['GCF_000063505.1']	GCF_000063505.1	Unreference	Complete Genome	species
NC_020837	Synechococcus phage S-CAM1	Synechococcus sp. WH7803	Synechococcus sp. WH7803	Synechococcus sp. WH7803	['GCF_000063505.1']	GCF_000063505.1	Unreference	Complete Genome	species
NC_021530	Synechococcus phage S-CAM8	Synechococcus sp. WH7803	Synechococcus sp. WH7803	Synechococcus sp. WH7803	['GCF_000063505.1']	GCF_000063505.1	Unreference	Complete Genome	species
NC_025456	Synechococcus phage S-CBP1	Synechococcus sp. CB0101	Synechococcus sp. CB0101	Synechococcus sp. CB0101	['GCF_000179235.2']	GCF_000179235.2	Unreference	Complete Genome	species
NC_025461	Synechococcus phage S-CBP3	Synechococcus sp. CB0101	Synechococcus sp. CB0101	Synechococcus sp. CB0101	['GCF_000179235.2']	GCF_000179235.2	Unreference	Complete Genome	species
NC_025464	Synechococcus phage S-CBP4	Synechococcus sp. CB0101	Synechococcus sp. CB0101	Synechococcus sp. CB0101	['GCF_000179235.2']	GCF_000179235.2	Unreference	Complete Genome	species
NC_029031	Synechococcus phage S-CBP42	Synechococcus sp. WH7803	Synechococcus sp. WH7803	Synechococcus sp. WH7803	['GCF_000063505.1']	GCF_000063505.1	Unreference	Complete Genome	species
NC_016766	Synechococcus phage S-CBS4	Synechococcus sp. CB0101	Synechococcus sp. CB0101	Synechococcus sp. CB0101	['GCF_000179235.2']	GCF_000179235.2	Unreference	Complete Genome	species
NC_021536	Synechococcus phage S-IOM18	Synechococcus sp. WH7803	Synechococcus sp. WH7803	Synechococcus sp. WH7803	['GCF_000063505.1']	GCF_000063505.1	Unreference	Complete Genome	species
NC_023584	Synechococcus phage S-MbCM100	Synechococcus sp. WH7803	Synechococcus sp. WH7803	Synechococcus sp. WH7803	['GCF_000063505.1']	GCF_000063505.1	Unreference	Complete Genome	species
NC_006820	Synechococcus phage S-PM2	Synechococcus sp. SynWH7803	Synechococcus sp. SynWH7803	Synechococcus sp. SynWH7803	['GCA_014383055.1', 'GCA_014381295.1', 'GCA_012270465.1', 'GCA_012269695.1']	GCA_014383055.1	Unreference	Scaffold	
NC_020859	Synechococcus phage S-RIM2 R1_1999	Synechococcus sp. WH7803	Synechococcus sp. WH7803	Synechococcus sp. WH7803	['GCF_000063505.1']	GCF_000063505.1	Unreference	Complete Genome	species
NC_020486	Synechococcus phage S-RIM8 A.HR1	Synechococcus sp. WH7803	Synechococcus sp. WH7803	Synechococcus sp. WH7803	['GCF_000063505.1']	GCF_000063505.1	Unreference	Complete Genome	species
NC_020867	Synechococcus phage S-RIP1	Synechococcus sp. WH8101	Synechococcus sp. WH8101	Synechococcus sp. WH8101	['GCA_014383055.1', 'GCA_014381295.1', 'GCA_012270465.1', 'GCA_012269695.1']	GCA_014383055.1	Unreference	Scaffold	
NC_020838	Synechococcus phage S-RIP2	Synechococcus sp. WH7803	Synechococcus sp. WH7803	Synechococcus sp. WH7803	['GCF_000063505.1']	GCF_000063505.1	Unreference	Complete Genome	species
NC_015281	Synechococcus phage S-ShM2	Synechococcus sp. WH8102	Synechococcus sp. WH8102	Synechococcus sp. WH8102	['GCA_014383055.1', 'GCA_014381295.1', 'GCA_012270465.1', 'GCA_012269695.1']	GCA_014383055.1	Unreference	Scaffold	
NC_020851	Synechococcus phage S-SKS1	Synechococcus sp. WH7803	Synechococcus sp. WH7803	Synechococcus sp. WH7803	['GCF_000063505.1']	GCF_000063505.1	Unreference	Complete Genome	species
NC_015289	Synechococcus phage S-SSM5	Synechococcus sp. WH8102	Synechococcus sp. WH8102	Synechococcus sp. WH8102	['GCA_014383055.1', 'GCA_014381295.1', 'GCA_012270465.1', 'GCA_012269695.1']	GCA_014383055.1	Unreference	Scaffold	
NC_015287	Synechococcus phage S-SSM7	Synechococcus sp. WH8109	Synechococcus sp. WH8109	Synechococcus sp. WH8109	['GCF_000161795.2']	GCF_000161795.2	Unreference	Complete Genome	species
NC_015286	Synechococcus phage Syn19	Synechococcus sp. WH8109	Synechococcus sp. WH8109	Synechococcus sp. WH8109	['GCF_000161795.2']	GCF_000161795.2	Unreference	Complete Genome	species
NC_003390	Synechococcus virus P60	Synechococcus sp. WH7805	Synechococcus sp. WH7805	Synechococcus sp. WH7805	['GCA_014383055.1', 'GCA_014381295.1', 'GCA_012270465.1', 'GCA_012269695.1']	GCA_014383055.1	Unreference	Scaffold	
NC_009531	Synechococcus virus Syn5	Synechococcus sp. WH 8109	Synechococcus sp. WH 8109	Synechococcus sp. WH 8109	['GCF_000161795.2']	GCF_000161795.2	Unreference	Complete Genome	species
NC_015937	Thermus phage TMA	Thermus thermophilus HB27	Thermus thermophilus HB27	Thermus thermophilus HB27	['GCF_000008125.1']	GCF_000008125.1	Unreference	Complete Genome	strain
NC_029057	Vibrio phage qdvp001	Vibrio parahaemolyticus ATCC 17802	Vibrio parahaemolyticus ATCC 17802	Vibrio parahaemolyticus ATCC 17802	['GCF_000196095.1']	GCF_000196095.1	Represent	Complete Genome	
NC_028829	Vibrio phage ValKK3	Vibrio alginolyticus ATCC 17749	Vibrio alginolyticus ATCC 17749	Vibrio alginolyticus ATCC 17749	['GCF_000354175.2']	GCF_000354175.2	Unreference	Complete Genome	strain
EF108464	Escherichia virus MS2	Escherichia coli HS	Escherichia coli HS	Escherichia coli HS	['GCF_000017765.1']	GCF_000017765.1	Unreference	Complete Genome	strain
HQ316603	Cyanophage S-SSM6b	Synechococcus sp. WH 8109	Synechococcus sp. WH 8109	Synechococcus sp. WH 8109	['GCF_000161795.2']	GCF_000161795.2	Unreference	Complete Genome	species
HQ317290	Synechococcus phage S-RIM2 R21_2007	Synechococcus sp. WH 7803	Synechococcus sp. WH 7803	Synechococcus sp. WH 7803	['GCF_000063505.1']	GCF_000063505.1	Unreference	Complete Genome	species
HQ317291	Synechococcus phage S-RIM2 R9_2006	Synechococcus sp. WH 7803	Synechococcus sp. WH 7803	Synechococcus sp. WH 7803	['GCF_000063505.1']	GCF_000063505.1	Unreference	Complete Genome	species
HQ317385	Synechococcus phage S-RIM8 A.HR5	Synechococcus sp. WH 7803	Synechococcus sp. WH 7803	Synechococcus sp. WH 7803	['GCF_000063505.1']	GCF_000063505.1	Unreference	Complete Genome	species
HQ317391	Cyanophage S-SSM6a	Synechococcus sp. WH 8109	Synechococcus sp. WH 8109	Synechococcus sp. WH 8109	['GCF_000161795.2']	GCF_000161795.2	Unreference	Complete Genome	species
JF773396	Liberibacter phage FP2	Candidatus Liberibacter asiaticus str. psy62	Candidatus Liberibacter asiaticus str. psy62	Candidatus Liberibacter asiaticus str. psy62	['GCF_000023765.2', 'GCF_000023765.1']	GCF_000023765.2	Unreference	Complete Genome	strain
JF974289	Synechococcus phage S-RIM8 A.HR3	Synechococcus sp. WH 7803	Synechococcus sp. WH 7803	Synechococcus sp. WH 7803	['GCF_000063505.1']	GCF_000063505.1	Unreference	Complete Genome	species
JF974292	Cyanophage S-SSM2	Synechococcus sp. WH 8102	Synechococcus sp. WH 8102	Synechococcus sp. WH 8102	['GCF_000195975.1']	GCF_000195975.1	Represent	Complete Genome	
JF974293	Synechococcus phage KBS-M-1A	Synechococcus sp. WH 7803	Synechococcus sp. WH 7803	Synechococcus sp. WH 7803	['GCF_000063505.1']	GCF_000063505.1	Unreference	Complete Genome	species
KC821627	Cellulophaga phage phi18:2	Cellulophaga baltica 18	Cellulophaga baltica 18	Cellulophaga baltica 18	['GCF_000468615.2']	GCF_000468615.2	Represent	Complete Genome	strain
KC821628	Cellulophaga phage phi18:4	Cellulophaga baltica 18	Cellulophaga baltica 18	Cellulophaga baltica 18	['GCF_000468615.2']	GCF_000468615.2	Represent	Complete Genome	strain
KJ194581	Mycobacterium phage Audrey	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KJ194584	Mycobacterium phage Heathcliff	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
KJ803031	Dinoroseobacter phage vBDshPR2C	Dinoroseobacter shibae DFL 12 = DSM 16493	Dinoroseobacter shibae DFL 12 = DSM 16493	Dinoroseobacter shibae DFL 12 = DSM 16493	['GCF_000018145.1']	GCF_000018145.1	Represent	Complete Genome	strain
KP027202	Mycobacterium phage Taurus	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042347	Sulfolobus ellipsoid virus 1	Sulfolobus sp. A20	Sulfolobus sp. A20	Sulfolobus sp. A20	['GCF_001719125.1']	GCF_001719125.1	Unreference	Complete Genome	species
AB746912	Nitratiruptor phage NrS-1	Nitratiruptor sp. SB155-2	Nitratiruptor sp. SB155-2	Nitratiruptor sp. SB155-2	['GCF_000010325.1']	GCF_000010325.1	Unreference	Complete Genome	species
AJ748296	Sulfolobus islandicus rudivirus 1 variant XX	Sulfolobus islandicus LAL14/1	Sulfolobus islandicus LAL14/1	Sulfolobus islandicus LAL14/1	['GCF_000364745.1']	GCF_000364745.1	Unreference	Complete Genome	strain
CP000711	Enterobacteria phage CUS-3	Escherichia coli RS218	Escherichia coli RS218	Escherichia coli RS218	['GCF_000800845.1']	GCF_000800845.1	Unreference	Complete Genome	strain
DQ289556	Bacillus phage Gamma isolate d'Herelle	Bacillus cereus ATCC 4342	Bacillus cereus ATCC 4342	Bacillus cereus ATCC 4342	['GCF_000832845.1']	GCF_000832845.1	Unreference	Complete Genome	strain
FJ168660	Mycobacterium phage Butterscotch	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
FJ174694	Mycobacterium phage Chah	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
FR725450	Nitrososphaera phage Pro-Nvie1	Nitrososphaera viennensis EN76	Nitrososphaera viennensis EN76	Nitrososphaera viennensis EN76	['GCF_000698785.1']	GCF_000698785.1	Represent	Complete Genome	strain
GQ303261	Mycobacterium phage Hope	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
GQ303262	Mycobacterium phage LRRHood	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
GQ303264	Mycobacterium phage Puhltonio	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
GU247133	Mycobacterium phage Fang	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
GU247134	Mycobacterium phage Scoot17C	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
HG793132	Burkholderia phage Bp-AMP1	Burkholderia pseudomallei K96243	Burkholderia pseudomallei K96243	Burkholderia pseudomallei K96243	['GCF_000959285.1', 'GCF_000011545.1']	GCF_000959285.1	Unreference	Complete Genome	strain
HG796219	Burkholderia phage Bp-AMP2	Burkholderia pseudomallei K96243	Burkholderia pseudomallei K96243	Burkholderia pseudomallei K96243	['GCF_000959285.1', 'GCF_000011545.1']	GCF_000959285.1	Unreference	Complete Genome	strain
HG796220	Burkholderia phage Bp-AMP3	Burkholderia pseudomallei K96243	Burkholderia pseudomallei K96243	Burkholderia pseudomallei K96243	['GCF_000959285.1', 'GCF_000011545.1']	GCF_000959285.1	Unreference	Complete Genome	strain
HG796221	Burkholderia phage Bp-AMP4	Burkholderia pseudomallei K96243	Burkholderia pseudomallei K96243	Burkholderia pseudomallei K96243	['GCF_000959285.1', 'GCF_000011545.1']	GCF_000959285.1	Unreference	Complete Genome	strain
HM152765	Mycobacterium phage Island3	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
HM152766	Mycobacterium phage Eagle	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
HQ634176	Cyanophage P-RSM3	Prochlorococcus marinus str. NATL2A	Prochlorococcus marinus str. NATL2A	Prochlorococcus marinus str. NATL2A	['GCF_000012465.1']	GCF_000012465.1	Unreference	Complete Genome	strain
JF792674	Mycobacterium phage Shaka	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
JF937092	Mycobacterium phage DaVinci	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
JF937095	Mycobacterium phage Harvey	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
JF937096	Mycobacterium phage Henry	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
JF937097	Mycobacterium phage Hertubise	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
JF937107	Mycobacterium phage SirHarley	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
JF937109	Mycobacterium phage Yoshand	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
JF957056	Mycobacterium phage Thora	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
JN006062	Mycobacterium phage Rakim	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
JN006063	Mycobacterium phage Serendipity	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
JN083853	Mycobacterium phage Airmid	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
JN243856	Mycobacterium phage MeeZee	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
JN391441	Mycobacterium phage Elph10	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
